21,2020,000075,"220000, 480000-490000",,1,43-000000,"        Transportation, Warehousing & Utilities","10,900","11,000","10,900","10,800","10,800","10,800","10,800","10,800","10,800","10,800","10,800","11,100","10,700","10,900","10,600","10,700","10,800","10,800","10,800","10,900","10,900","10,700","10,600","10,700","9,800","9,200","10,000","11,000","11,200","11,300","11,200","11,300","11,300","11,400","11,300","11,700","11,100","11,400","11,300","11,400","11,600","11,400","11,600","11,600","11,600","11,800","11,900","12,200","11,700","11,900","11,900","11,800","11,800","11,900","12,000","12,000","11,800","11,700","11,600","12,100","12,600","12,400","12,600","12,800","13,200","13,600","13,900","14,700","14,800","15,200","15,400","15,500","15,100","15,500","15,800","15,700","15,800","16,100","16,500","16,700","16,700","16,700","16,900","17,300","17,500","17,600","17,700","17,700","18,200","18,800","18,900","19,400","19,400","19,400","20,000","20,400","19,900","20,400","20,900","20,400","20,900","21,800","21,500","22,100","22,000","22,100","22,900","24,300","22,800","23,100","23,200","23,200","23,900","24,300","24,500","25,100","24,700","25,000","25,300","25,100","24,200","24,200","23,800","22,100","22,000","21,600","20,900","20,300","20,200","19,400","19,300","20,100",,,,,,,,,,,
22,2020,000075,,,1,50-000000,      Information,"18,900","18,900","19,000","19,200","19,400","19,600","19,600","19,600","19,600","19,700","20,000","20,200","20,600","21,000","21,400","21,900","22,300","22,800","23,100","23,400","23,500","24,000","24,300","24,500","24,700","24,800","24,800","25,300","25,600","26,000","26,000","26,000","25,800","25,600","25,700","25,700","24,800","25,000","25,100","25,100","25,500","25,800","26,000","25,900","25,900","26,100","26,800","26,900","26,500","26,900","27,300","27,400","28,000","28,300","28,900","29,100","29,000","29,300","29,500","29,700","31,800","32,500","33,100","33,900","34,400","35,200","36,000","36,600","36,700","37,200","37,600","37,900","36,700","37,200","38,100","38,200","38,500","39,300","39,900","40,000","40,100","40,200","39,700","40,200","40,700","41,100","41,700","41,700","41,900","43,000","43,900","44,200","44,000","44,200","44,600","45,000","43,300","43,800","44,200","44,000","44,700","46,000","46,400","47,100","47,200","48,100","48,700","49,100","48,700","49,300","49,800","50,600","51,300","52,400","53,600","54,200","54,000","54,700","55,600","56,000","54,500","55,100","55,400","54,700","54,400","54,900","55,600","56,500","56,500","55,800","56,200","57,400",,,,,,,,,,,
23,2020,000075,520000-530000,,1,55-000000,      Financial Activities,"48,800","48,800","48,700","48,500","48,500","48,500","48,600","48,400","48,200","47,700","47,700","48,200","47,100","47,300","47,200","46,800","46,700","46,900","46,900","46,900","46,900","46,900","47,000","47,300","46,900","47,200","47,100","47,600","47,800","48,100","48,200","48,300","48,000","47,900","48,000","48,200","48,600","49,000","49,000","48,800","49,000","49,200","49,500","49,800","49,600","49,500","49,800","50,300","49,300","49,700","49,800","49,600","50,000","50,100","50,600","50,800","50,400","50,400","50,700","50,900","52,000","52,300","52,500","52,100","52,700","53,400","54,300","54,800","54,400","54,700","54,900","55,400","55,000","55,300","55,300","55,300","55,700","56,100","56,700","56,600","56,200","57,200","56,900","57,400","55,300","56,000","55,600","55,400","55,600","56,300","57,200","57,200","56,700","56,700","56,900","57,100","58,100","58,900","58,700","59,000","59,400","60,100","60,600","60,700","60,200","60,700","60,800","61,000","61,000","61,200","61,300","61,400","61,500","62,300","62,900","62,900","62,100","62,300","62,700","62,600","62,000","62,100","61,800","60,200","60,100","59,700","59,600","59,500","59,000","59,800","60,500","60,800",,,,,,,,,,,
24,2020,000075,,,1,55-520000,        Finance & Insurance,"37,500","37,500","37,400","37,100","37,000","36,900","37,100","36,800","36,800","36,400","36,400","36,800","36,000","36,200","36,000","35,500","35,400","35,600","35,500","35,600","35,400","35,300","35,300","35,700","35,500","35,700","35,600","35,700","35,600","35,800","35,900","36,000","35,600","35,700","35,700","35,700","36,000","36,200","36,200","36,000","36,100","36,200","36,400","36,600","36,500","36,400","36,700","37,000","36,400","36,600","36,700","36,700","36,800","36,800","37,300","37,500","37,000","37,000","37,100","37,300","38,800","39,000","39,100","38,600","39,100","39,800","40,400","40,900","40,600","40,900","41,100","41,700","41,400","41,600","41,700","41,500","41,800","42,200","42,600","42,600","42,100","42,800","42,600","43,000","41,000","41,600","41,100","40,800","40,800","41,400","42,100","42,100","41,700","41,700","42,000","42,100","43,300","43,800","43,600","43,900","44,200","44,700","45,200","45,200","44,700","44,800","45,000","45,000","45,000","45,200","45,200","45,100","45,100","45,800","46,500","46,500","45,800","45,700","46,000","46,000","45,600","45,900","45,800","45,200","45,400","45,300","45,200","45,200","44,800","45,200","45,600","45,800",,,,,,,,,,,
25,2020,000075,,,1,55-530000,        Real Estate & Rental & Leasing,"11,300","11,300","11,300","11,400","11,500","11,600","11,500","11,600","11,400","11,300","11,300","11,400","11,100","11,100","11,200","11,300","11,300","11,300","11,400","11,300","11,500","11,600","11,700","11,600","11,400","11,500","11,500","11,900","12,200","12,300","12,300","12,300","12,400","12,200","12,300","12,500","12,600","12,800","12,800","12,800","12,900","13,000","13,100","13,200","13,100","13,100","13,100","13,300","12,900","13,100","13,100","12,900","13,200","13,300","13,300","13,300","13,400","13,400","13,600","13,600","13,200","13,300","13,400","13,500","13,600","13,600","13,900","13,900","13,800","13,800","13,800","13,700","13,600","13,700","13,600","13,800","13,900","13,900","14,100","14,000","14,100","14,400","14,300","14,400","14,300","14,400","14,500","14,600","14,800","14,900","15,100","15,100","15,000","15,000","14,900","15,000","14,800","15,100","15,100","15,100","15,200","15,400","15,400","15,500","15,500","15,900","15,800","16,000","16,000","16,000","16,100","16,300","16,400","16,500","16,400","16,400","16,300","16,600","16,700","16,600","16,400","16,200","16,000","15,000","14,700","14,400","14,400","14,300","14,200","14,600","14,900","15,000",,,,,,,,,,,
26,2020,000075,540000-560000,,1,60-000000,      Professional & Business Services,"119,600","120,300","121,000","120,100","120,400","121,000","124,400","123,800","123,200","123,700","123,300","123,900","125,400","126,100","126,300","127,700","128,900","130,100","133,200","134,400","136,000","136,500","137,900","137,900","136,400","137,700","139,100","141,600","142,600","145,400","146,100","147,400","147,700","149,200","149,700","150,700","150,100","151,400","152,700","154,500","154,900","156,700","158,300","159,600","158,200","160,100","161,800","162,900","163,300","164,600","165,500","165,600","166,800","167,100","169,800","171,000","170,600","172,800","173,000","175,000","175,900","177,000","178,900","180,000","180,700","182,200","186,100","187,100","186,400","188,200","188,600","189,400","186,300","187,400","188,600","189,100","189,300","190,500","192,300","192,600","191,800","192,700","193,100","193,400","190,600","191,800","191,600","191,900","192,900","195,200","196,400","197,100","195,900","196,500","198,000","198,500","187,700","190,000","190,300","192,000","192,700","195,900","197,100","198,600","197,200","199,900","201,600","202,100","199,300","199,900","200,400","201,200","201,600","203,400","204,900","205,700","203,600","206,100","205,600","205,300","206,100","205,800","204,300","196,400","194,600","195,600","194,900","194,000","192,300","196,200","199,200","200,600",,,,,,,,,,,
27,2020,000075,,,1,60-540000,"        Professional, Scientific & Technical Services","70,800","71,400","72,000","72,300","72,400","73,300","74,100","74,100","73,700","74,900","75,100","75,900","76,400","77,200","77,500","77,800","78,100","79,400","82,100","83,000","83,500","84,400","85,600","86,200","84,800","86,600","87,300","89,000","89,100","91,100","91,600","92,000","91,800","92,700","93,400","94,400","93,900","94,900","95,600","96,200","96,600","98,100","100,000","100,600","99,600","100,700","101,900","102,800","103,700","104,700","105,700","105,600","106,200","108,300","110,400","111,400","111,400","112,500","113,400","115,000","113,400","114,400","115,900","116,700","117,000","118,200","120,500","121,000","120,000","121,400","122,000","122,200","121,400","122,100","122,800","123,600","123,500","124,800","126,800","126,800","125,900","127,400","127,600","127,500","124,800","125,600","125,300","126,600","127,100","129,200","130,500","131,200","130,100","130,800","131,800","132,900","130,500","132,100","132,500","133,300","133,300","136,000","137,300","137,800","136,800","138,700","139,900","140,500","139,500","140,700","141,000","141,700","141,900","143,800","146,400","146,900","145,000","146,600","147,500","147,600","149,100","149,400","148,800","146,700","146,000","146,000","146,100","145,700","144,600","148,000","150,300","151,500",,,,,,,,,,,
28,2020,000075,,,1,60-550000,        Management of Companies & Enterprises,"17,400","17,600","17,600","17,500","17,600","17,700","17,800","17,900","17,900","18,000","18,100","18,400","18,500","18,700","18,500","18,700","19,200","19,300","19,200","19,300","19,200","19,200","19,300","19,200","19,200","19,300","19,400","19,500","19,600","19,900","20,300","20,500","20,500","20,400","20,800","21,100","20,900","21,000","21,100","21,100","21,100","21,100","21,200","21,400","21,300","21,400","21,400","21,600","22,000","22,000","21,700","21,500","21,600","21,500","21,700","21,800","21,600","22,000","22,300","22,700","22,100","22,400","22,400","22,400","22,400","22,700","23,100","23,000","22,800","23,200","23,300","23,500","23,400","23,300","23,400","23,200","23,100","23,300","23,600","23,500","23,400","23,400","23,600","23,800","23,300","23,300","23,400","23,000","22,900","23,400","23,400","23,300","23,500","23,300","23,700","23,800","21,600","21,900","22,000","21,800","21,800","22,300","21,900","22,000","21,700","21,400","21,500","21,600","20,900","20,800","20,700","20,400","20,300","20,600","20,300","20,100","19,800","19,800","18,800","18,700","18,300","18,200","18,100","16,700","16,500","17,200","16,800","16,500","15,900","15,800","16,100","16,600",,,,,,,,,,,
29,2020,000075,,,1,60-560000,        Administrative & Support & Waste Services,"31,400","31,300","31,400","30,300","30,400","30,000","32,500","31,800","31,600","30,800","30,100","29,600","30,500","30,200","30,300","31,200","31,600","31,400","31,900","32,100","33,300","32,900","33,000","32,500","32,400","31,800","32,400","33,100","33,900","34,400","34,200","34,900","35,400","36,100","35,500","35,200","35,300","35,500","36,000","37,200","37,200","37,500","37,100","37,600","37,300","38,000","38,500","38,500","37,600","37,900","38,100","38,500","39,000","37,300","37,700","37,800","37,600","38,300","37,300","37,300","40,400","40,200","40,600","40,900","41,300","41,300","42,500","43,100","43,600","43,600","43,300","43,700","41,500","42,000","42,400","42,300","42,700","42,400","41,900","42,300","42,500","41,900","41,900","42,100","42,500","42,900","42,900","42,300","42,900","42,600","42,500","42,600","42,300","42,400","42,500","41,800","35,600","36,000","35,800","36,900","37,600","37,600","37,900","38,800","38,700","39,800","40,200","40,000","38,900","38,400","38,700","39,100","39,400","39,000","38,200","38,700","38,800","39,700","39,300","39,000","38,700","38,200","37,400","33,000","32,100","32,400","32,000","31,800","31,800","32,400","32,800","32,500",,,,,,,,,,,
30,2020,000075,610000-620000,,1,65-000000,      Educational & Health Services,"78,500","79,500","80,000","81,100","81,300","80,300","79,900","78,900","80,800","81,400","81,200","81,500","79,200","80,300","80,100","80,500","80,200","77,400","77,400","77,100","79,700","81,000","81,100","81,700","76,800","81,100","82,000","83,600","83,500","80,900","81,100","81,300","82,000","82,900","83,900","84,200","78,700","83,100","83,900","84,000","84,100","82,600","82,300","81,900","81,700","83,400","83,800","84,400","79,500","83,500","83,700","84,200","83,900","81,800","81,700","81,400","82,700","84,000","84,600","84,600","83,000","85,300","85,600","86,000","85,800","84,900","85,200","84,600","85,200","87,500","88,000","87,800","84,300","87,000","88,000","88,100","88,000","87,100","87,000","86,900","87,700","89,300","89,500","89,800","87,000","90,500","90,900","89,800","89,900","88,100","86,600","86,700","88,600","89,800","90,200","90,300","87,800","91,000","92,000","91,000","90,800","89,300","89,000","88,800","89,000","91,600","92,000","91,600","90,300","93,200","94,000","94,400","94,400","93,100","93,000","93,400","94,400","95,900","96,200","96,800","94,500","97,300","97,000","87,700","88,200","89,500","89,100","89,200","89,900","91,600","92,700","92,900",,,,,,,,,,,
31,2020,000075,,,1,65-610000,        Educational Services,"16,700","17,400","17,700","18,600","18,700","17,800","18,000","17,300","18,800","18,800","18,800","18,800","17,500","18,700","18,600","18,800","18,700","16,100","16,600","16,100","18,500","19,500","19,400","19,500","15,200","19,000","19,400","20,400","20,300","18,100","18,000","18,000","19,400","20,300","20,800","20,600","16,700","20,400","20,800","20,800","20,700","18,800","18,900","18,300","19,400","20,300","20,400","20,500","17,000","20,600","20,700","20,800","20,600","18,800","18,900","18,400","19,600","20,500","20,900","20,700","19,200","20,900","21,000","21,000","20,600","19,600","19,400","18,700","19,200","20,800","21,000","20,600","17,700","19,900","20,800","20,400","20,300","19,600","19,000","19,000","19,600","20,700","20,900","20,700","17,600","20,900","20,900","20,900","20,600","18,800","18,200","18,400","20,000","20,900","21,000","20,700","17,800","20,700","21,100","21,000","20,500","18,800","18,500","18,300","18,900","21,000","21,200","20,700","19,200","21,900","22,300","22,900","22,500","21,300","20,800","21,000","21,900","22,800","22,500","22,600","20,700","22,900","22,900","19,800","19,600","18,800","18,100","17,900","18,300","18,900","19,200","18,900",,,,,,,,,,,
32,2020,000075,,,1,65-620000,        Health Care & Social Assistance,"61,800","62,100","62,300","62,500","62,600","62,500","61,900","61,600","62,000","62,600","62,400","62,700","61,700","61,600","61,500","61,700","61,500","61,300","60,800","61,000","61,200","61,500","61,700","62,200","61,600","62,100","62,600","63,200","63,200","62,800","63,100","63,300","62,600","62,600","63,100","63,600","62,000","62,700","63,100","63,200","63,400","63,800","63,400","63,600","62,300","63,100","63,400","63,900","62,500","62,900","63,000","63,400","63,300","63,000","62,800","63,000","63,100","63,500","63,700","63,900","63,800","64,400","64,600","65,000","65,200","65,300","65,800","65,900","66,000","66,700","67,000","67,200","66,600","67,100","67,200","67,700","67,700","67,500","68,000","67,900","68,100","68,600","68,600","69,100","69,400","69,600","70,000","68,900","69,300","69,300","68,400","68,300","68,600","68,900","69,200","69,600","70,000","70,300","70,900","70,000","70,300","70,500","70,500","70,500","70,100","70,600","70,800","70,900","71,100","71,300","71,700","71,500","71,900","71,800","72,200","72,400","72,500","73,100","73,700","74,200","73,800","74,400","74,100","67,900","68,600","70,700","71,000","71,300","71,600","72,700","73,500","74,000",,,,,,,,,,,
33,2020,000075,710000-720000,,1,70-000000,      Leisure & Hospitality,"72,100","72,600","73,100","77,300","77,100","78,100","78,300","78,700","79,300","80,300","77,100","77,300","74,400","75,400","75,800","78,800","80,600","80,600","81,000","81,500","83,100","82,300","80,500","80,500","77,400","79,100","79,700","83,800","85,300","86,000","86,100","87,800","88,000","88,600","87,000","87,300","82,500","83,800","84,700","86,100","87,400","86,800","85,500","86,900","87,700","87,600","87,700","88,000","84,700","86,300","87,300","89,700","90,300","91,400","90,800","92,100","93,100","93,300","91,500","92,000","88,200","90,100","91,300","93,600","94,600","94,600","94,900","95,600","96,500","96,300","94,900","95,700","93,100","95,500","95,500","98,400","98,500","97,800","97,500","98,300","98,100","100,100","97,400","97,000","92,800","95,500","96,500","97,700","98,500","98,400","97,300","97,200","98,100","97,100","97,700","95,900","94,300","96,200","96,900","98,600","99,300","99,600","99,500","99,300","100,100","99,500","99,000","99,900","97,000","100,000","101,500","102,200","102,700","102,900","101,200","102,600","103,200","102,500","102,800","102,700","100,300","101,100","96,600","41,300","44,500","47,000","47,100","46,600","46,400","49,200","49,400","45,500",,,,,,,,,,,
34,2020,000075,,,1,70-710000,"        Arts, Entertainment & Recreation","9,900","10,700","10,800","12,900","12,200","13,100","13,100","13,200","13,000","13,100","11,400","11,200","10,500","11,300","11,100","12,900","13,500","13,200","13,600","13,700","14,000","13,600","11,800","11,800","11,400","12,200","12,400","14,000","14,000","14,300","14,500","14,900","14,600","14,400","13,100","13,200","11,900","12,600","12,900","13,800","13,900","13,500","13,600","13,800","13,800","12,800","12,700","13,000","11,900","12,600","12,800","13,400","13,600","14,000","14,000","13,900","14,200","14,000","13,000","13,300","12,100","12,800","13,300","14,100","14,100","14,300","14,600","14,500","14,400","14,500","13,600","13,700","13,000","14,200","14,300","15,300","15,400","15,000","15,500","15,400","15,200","15,400","14,800","15,000","12,700","14,000","14,100","14,800","15,000","15,200","15,100","14,900","14,700","14,200","14,200","13,600","12,800","13,700","14,000","14,700","15,200","15,500","15,200","14,900","15,100","14,500","14,000","14,300","13,200","14,100","14,800","14,900","15,200","15,700","15,300","15,300","15,400","14,400","14,600","14,400","14,500","15,300","14,800","9,500","9,000","8,400","8,700","8,300","8,200","8,200","8,200","8,100",,,,,,,,,,,
35,2020,000075,,,1,70-720000,        Accommodation & Food Services,"62,200","61,900","62,300","64,400","64,900","65,000","65,200","65,500","66,300","67,200","65,700","66,100","63,900","64,100","64,700","65,900","67,100","67,400","67,400","67,800","69,100","68,700","68,700","68,700","66,000","66,900","67,300","69,800","71,300","71,700","71,600","72,900","73,400","74,200","73,900","74,100","70,600","71,200","71,800","72,300","73,500","73,300","71,900","73,100","73,900","74,800","75,000","75,000","72,800","73,700","74,500","76,300","76,700","77,400","76,800","78,200","78,900","79,300","78,500","78,700","76,100","77,300","78,000","79,500","80,500","80,300","80,300","81,100","82,100","81,800","81,300","82,000","80,100","81,300","81,200","83,100","83,100","82,800","82,000","82,900","82,900","84,700","82,600","82,000","80,100","81,500","82,400","82,900","83,500","83,200","82,200","82,300","83,400","82,900","83,500","82,300","81,500","82,500","82,900","83,900","84,100","84,100","84,300","84,400","85,000","85,000","85,000","85,600","83,800","85,900","86,700","87,300","87,500","87,200","85,900","87,300","87,800","88,100","88,200","88,300","85,800","85,800","81,800","31,800","35,500","38,600","38,400","38,300","38,200","41,000","41,200","37,400",,,,,,,,,,,
36,2020,000075,811000-813000,,1,80-000000,      Other Services,"21,300","21,600","21,500","21,900","22,000","21,600","21,400","21,200","21,400","21,800","21,800","21,900","21,000","21,100","21,300","21,800","21,900","21,700","21,700","21,800","22,100","22,400","22,600","22,800","21,700","22,000","22,100","22,600","23,000","22,800","22,700","22,900","23,100","23,500","23,800","24,200","23,300","23,600","23,700","24,200","24,400","24,100","24,000","24,100","24,400","24,800","25,300","25,500","24,800","25,400","25,700","25,700","25,800","25,700","25,600","25,600","25,900","26,200","26,400","26,200","25,900","26,100","26,100","26,100","26,400","26,100","25,700","25,700","25,700","26,300","26,200","26,200","26,500","26,600","26,600","26,800","26,900","26,600","26,900","26,800","27,000","27,100","27,400","27,400","27,000","27,300","27,600","27,500","27,500","27,500","27,300","27,100","27,300","27,600","27,600","27,800","27,100","27,500","27,600","27,700","27,800","27,800","27,700","27,600","27,600","28,000","27,900","27,800","27,500","27,900","27,900","28,200","28,200","28,700","28,700","27,700","27,600","27,800","27,900","28,100","27,300","27,900","27,300","19,800","19,700","19,800","19,800","19,200","19,600","20,500","21,000","21,100",,,,,,,,,,,
37,2020,000075,"910000, 920000, 930000, 940000",,1,90-000000,      Government,"88,300","88,600","88,800","91,700","93,400","91,100","88,100","88,900","89,500","90,200","90,500","90,300","90,000","90,300","90,400","91,100","90,800","89,500","87,100","89,100","89,600","90,000","90,100","89,600","89,300","89,600","90,300","90,500","89,700","88,700","87,700","86,900","89,000","88,800","89,800","89,700","89,000","88,900","89,800","89,800","89,700","88,200","84,300","86,300","87,900","88,500","89,500","89,300","89,000","89,100","89,500","89,800","89,900","88,800","87,000","87,600","89,800","90,600","91,300","91,000","91,400","91,200","91,900","92,500","92,500","91,200","89,600","91,800","92,400","93,300","93,500","93,900","93,600","93,700","94,300","94,700","95,100","93,800","91,700","93,300","94,100","95,600","96,100","96,100","96,500","96,100","96,700","97,000","97,100","95,500","94,600","95,100","96,700","97,400","98,300","98,100","97,700","97,800","98,700","98,900","98,800","98,300","94,300","96,700","98,000","99,100","99,900","100,000","98,400","99,000","99,600","99,400","99,400","98,600","96,200","98,200","98,200","99,100","99,900","99,900","99,900","100,000","100,700","97,200","97,000","95,100","92,900","95,600","95,400","96,200","96,700","96,300",,,,,,,,,,,
38,2020,000075,910000-912999,,1,90-910000,        Federal Government,"15,100","14,900","14,800","15,300","17,100","16,100","15,500","15,100","14,900","14,900","14,800","14,700","14,500","14,500","14,500","14,600","14,500","14,500","14,600","14,600","14,700","14,600","14,400","14,400","14,200","14,200","14,200","14,300","14,200","14,300","14,300","14,100","14,200","14,100","14,200","14,200","13,900","13,900","14,000","14,100","13,900","13,900","13,800","13,900","13,900","13,900","14,000","14,000","13,900","13,800","13,900","13,800","13,700","13,700","13,900","13,900","13,900","13,900","13,900","13,900","14,000","13,800","13,900","14,000","13,900","13,900","13,900","13,900","13,900","13,800","13,800","14,000","13,900","13,900","13,900","14,000","14,000","14,000","13,900","14,100","14,100","14,000","14,100","14,100","14,000","14,000","13,900","14,000","14,000","13,900","14,000","13,800","13,800","13,800","13,700","13,700","13,600","13,400","13,500","13,400","13,300","13,300","13,300","13,100","13,200","13,200","13,100","13,300","13,100","13,100","13,100","13,100","13,100","13,000","13,100","13,000","13,000","13,100","13,100","13,200","13,200","13,300","13,200","13,100","13,000","13,000","13,100","15,100","14,500","13,700","13,300","13,200",,,,,,,,,,,
39,2020,000075,"921611, 922999",,1,90-920000,          State Government,"32,300","32,500","32,800","32,900","32,700","32,700","32,100","32,000","32,500","33,500","33,700","33,700","33,500","33,400","33,700","34,000","33,700","33,800","32,300","32,200","32,600","32,700","32,700","33,100","32,600","32,600","33,000","33,200","33,100","32,800","31,900","31,700","32,300","32,300","32,800","32,600","32,500","32,300","32,900","32,800","32,800","32,700","31,500","31,400","31,800","31,900","32,500","32,300","32,100","32,000","32,200","32,500","32,600","32,600","31,500","31,700","32,200","32,900","33,000","32,900","33,100","32,900","33,400","33,600","33,600","33,800","32,800","32,800","33,600","34,200","34,100","34,200","34,200","34,000","34,400","34,700","34,800","35,000","34,200","34,000","34,500","35,400","35,300","35,300","35,300","35,100","35,500","35,600","35,700","35,500","35,100","34,700","35,300","35,500","36,200","36,000","35,700","35,800","36,000","36,200","36,200","36,400","35,100","35,900","36,400","37,200","37,900","37,900","37,100","37,100","37,600","37,600","37,300","37,200","36,800","36,700","36,700","37,400","37,800","37,900","38,000","37,800","38,200","36,200","36,200","35,800","35,000","33,900","34,600","35,600","36,300","36,400",,,,,,,,,,,
40,2020,000075,"931611, 939012, 939022, 932994",,1,90-930000,          Local Government,"40,900","41,200","41,200","43,500","43,600","42,300","40,500","41,800","42,100","41,800","42,000","41,900","42,000","42,400","42,200","42,500","42,600","41,200","40,200","42,300","42,300","42,700","43,000","42,100","42,500","42,800","43,100","43,000","42,400","41,600","41,500","41,100","42,500","42,400","42,800","42,900","42,600","42,700","42,900","42,900","43,000","41,600","39,000","41,000","42,200","42,700","43,000","43,000","43,000","43,300","43,400","43,500","43,600","42,500","41,600","42,000","43,700","43,800","44,400","44,200","44,300","44,500","44,600","44,900","45,000","43,500","42,900","45,100","44,900","45,300","45,600","45,700","45,500","45,800","46,000","46,000","46,300","44,800","43,600","45,200","45,500","46,200","46,700","46,700","47,200","47,000","47,300","47,400","47,400","46,100","45,500","46,600","47,600","48,100","48,400","48,400","48,400","48,600","49,200","49,300","49,300","48,600","45,900","47,700","48,400","48,700","48,900","48,800","48,200","48,800","48,900","48,700","49,000","48,400","46,300","48,500","48,500","48,600","49,000","48,800","48,700","48,900","49,300","47,900","47,800","46,300","44,800","46,600","46,300","46,900","47,100","46,700",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES: The unemployment rate is calculated using unrounded data. Data may not add due to rounding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note on column C:  County FIPS code or MSA designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note on column E:  the historical series has a non-economic break in January of years displayed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note on column F:  a '1' means the cell is currently estimated & published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                             a '2' means the cell is currently published but is determined by addition or subtraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"                             a '5' means the cell is currently published, is made up of multiple NAICS codes and is determined by addition or subtraction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note on column G:  'SS-NAICS' refers to the North American Industry Classification System.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
