20,2020,000067,440000-450000,,1,42-000000,        Retail Trade,"55,100","54,000","54,200","54,500","54,900","54,800","55,000","55,400","55,600","56,300","58,300","59,100","56,200","55,300","55,000","55,000","55,200","55,400","55,900","56,200","56,300","56,700","59,300","60,100","57,500","56,100","56,300","57,000","57,400","57,600","57,900","58,300","58,300","58,800","61,800","62,100","58,600","58,100","58,000","58,000","58,400","58,100","58,600","58,600","58,300","59,200","62,100","62,500","59,100","58,300","58,500","58,300","58,400","58,600","58,800","58,900","58,800","59,500","62,000","62,600","60,900","60,000","60,300","60,800","61,400","61,300","61,400","62,000","62,300","63,100","65,800","66,300","63,400","62,900","62,800","63,200","63,500","63,100","63,800","64,000","63,700","64,600","66,800","67,400","64,700","63,400","63,300","63,900","64,000","63,800","63,800","64,400","64,100","65,000","67,300","67,400","64,500","63,400","63,200","63,200","63,600","63,500","64,200","64,200","63,900","64,300","66,400","66,800","63,300","62,600","62,400","62,500","62,800","62,600","62,600","62,900","62,800","63,000","65,200","65,400","62,300","62,000","61,700","50,800","51,700","56,800","58,100","58,800","59,600","60,800","62,900","63,600",,,,,,,,,,,
21,2020,000067,"220000, 480000-490000",,1,43-000000,"        Transportation, Warehousing & Utilities","11,900","11,900","12,300","12,000","12,100","12,100","11,800","11,800","11,700","11,800","11,800","11,900","11,300","11,100","11,300","11,200","11,400","11,500","11,500","11,600","11,600","11,600","11,600","11,800","11,200","11,400","11,200","12,100","12,300","12,500","12,400","12,400","12,600","12,800","12,900","13,100","12,500","12,500","12,600","12,700","12,700","12,800","12,600","12,600","12,800","12,800","12,900","13,100","12,700","12,700","12,700","12,700","12,800","12,900","13,000","13,100","13,100","13,300","13,600","13,800","13,200","13,300","13,300","13,500","13,500","13,400","13,600","13,700","13,800","13,700","14,200","14,300","13,800","13,700","13,700","14,300","14,500","14,500","14,400","14,600","14,600","14,400","14,700","15,100","14,600","14,600","14,600","14,400","14,400","14,500","14,600","14,700","14,600","16,500","17,300","17,500","16,500","16,500","16,400","16,700","16,900","16,900","17,100","17,200","17,500","18,400","19,100","19,100","18,000","17,600","17,700","17,900","18,000","18,500","18,800","19,000","19,000","19,800","20,700","21,000","19,800","19,400","19,200","18,100","18,800","19,300","19,600","19,900","20,200","20,500","22,300","23,000",,,,,,,,,,,
22,2020,000067,,,1,50-000000,      Information,"13,900","13,700","13,400","13,300","13,200","13,600","13,200","13,000","12,800","12,800","13,000","13,000","13,100","13,100","13,100","13,000","12,900","12,800","12,700","12,500","12,200","12,100","11,900","11,800","11,800","11,800","11,800","11,900","11,900","12,000","11,900","11,700","11,500","11,500","11,700","11,800","11,600","11,600","11,300","11,400","11,300","11,200","11,000","10,900","10,600","10,400","10,400","10,300","10,100","10,000","9,900","10,000","10,100","10,200","10,300","10,300","10,200","10,300","10,300","10,300","10,100","10,100","10,000","10,200","10,200","10,200","10,200","10,000","9,900","9,900","9,600","9,800","9,800","9,800","9,800","9,800","9,800","9,700","9,700","9,700","9,500","9,500","9,500","9,500","9,400","8,700","8,600","8,300","8,300","8,300","8,400","8,400","8,300","8,300","8,400","8,600","8,500","8,600","8,500","8,500","8,500","8,500","8,500","8,400","8,200","8,200","8,200","8,200","8,100","8,100","8,000","8,000","7,900","8,000","8,000","7,900","8,000","7,900","7,900","7,800","7,800","7,700","7,600","6,600","6,500","6,600","6,700","6,500","6,700","6,700","6,700","6,800",,,,,,,,,,,
23,2020,000067,520000-530000,,1,55-000000,      Financial Activities,"33,000","32,600","32,700","33,000","32,800","32,700","32,200","31,900","31,800","31,500","30,600","30,400","30,400","30,000","30,200","30,600","30,700","30,300","30,700","30,900","30,900","30,700","30,600","30,800","30,700","30,500","30,700","31,000","31,100","31,300","31,500","31,600","31,600","31,700","31,600","31,700","31,500","31,500","31,600","31,600","31,700","31,500","31,800","31,700","31,400","31,500","31,200","31,400","31,200","30,900","30,700","30,500","30,700","30,900","31,200","31,100","31,500","31,800","31,600","31,900","32,100","32,300","32,400","32,500","32,600","32,700","33,100","32,900","32,500","33,000","33,100","33,100","32,800","32,900","32,900","32,900","32,800","32,600","33,400","33,400","33,300","33,800","33,600","33,500","33,500","33,500","33,300","33,000","33,200","33,100","33,500","33,500","33,500","33,400","33,300","33,400","33,600","33,500","33,400","33,700","33,700","33,500","33,100","33,000","32,800","33,000","32,800","32,700","33,200","33,400","33,100","33,200","33,300","33,300","33,400","33,500","33,300","33,500","33,500","33,600","33,800","34,000","33,900","32,600","32,600","32,600","32,600","32,800","32,700","33,600","34,000","33,200",,,,,,,,,,,
24,2020,000067,,,1,55-520000,        Finance & Insurance,"26,400","26,000","25,900","25,400","25,300","25,000","24,600","24,300","24,400","24,100","23,200","23,000","23,100","22,700","22,900","23,400","23,300","23,100","23,300","23,300","23,400","23,100","23,200","23,200","23,300","23,200","23,300","23,400","23,300","23,400","23,600","23,600","23,600","23,700","23,700","23,800","23,700","23,800","23,800","23,700","23,700","23,600","23,600","23,500","23,300","23,300","23,200","23,200","23,200","22,900","22,800","22,600","22,700","22,600","22,900","22,900","23,200","23,400","23,400","23,600","24,000","24,100","24,100","24,100","24,400","24,400","24,700","24,400","24,200","24,500","24,700","24,700","24,300","24,300","24,300","24,300","24,300","24,100","24,500","24,500","24,500","25,000","24,900","24,800","24,600","24,500","24,400","24,100","24,200","24,000","24,200","24,100","24,200","24,100","24,000","24,000","24,400","24,300","24,100","24,200","24,100","24,000","23,600","23,500","23,400","23,600","23,300","23,200","23,800","24,000","23,800","23,800","23,700","23,700","23,700","23,900","23,800","23,800","23,900","23,900","24,000","24,100","24,000","23,700","23,600","23,600","23,300","23,400","23,400","24,100","24,600","24,100",,,,,,,,,,,
25,2020,000067,,,1,55-530000,        Real Estate & Rental & Leasing,"6,600","6,600","6,800","7,600","7,500","7,700","7,600","7,600","7,400","7,400","7,400","7,400","7,300","7,300","7,300","7,200","7,400","7,200","7,400","7,600","7,500","7,600","7,400","7,600","7,400","7,300","7,400","7,600","7,800","7,900","7,900","8,000","8,000","8,000","7,900","7,900","7,800","7,700","7,800","7,900","8,000","7,900","8,200","8,200","8,100","8,200","8,000","8,200","8,000","8,000","7,900","7,900","8,000","8,300","8,300","8,200","8,300","8,400","8,200","8,300","8,100","8,200","8,300","8,400","8,200","8,300","8,400","8,500","8,300","8,500","8,400","8,400","8,500","8,600","8,600","8,600","8,500","8,500","8,900","8,900","8,800","8,800","8,700","8,700","8,900","9,000","8,900","8,900","9,000","9,200","9,200","9,300","9,300","9,300","9,300","9,400","9,300","9,300","9,200","9,400","9,500","9,400","9,500","9,500","9,400","9,400","9,500","9,400","9,400","9,400","9,300","9,400","9,600","9,600","9,700","9,600","9,500","9,700","9,600","9,700","9,800","9,900","9,900","8,900","9,000","9,000","9,300","9,400","9,300","9,500","9,400","9,100",,,,,,,,,,,
26,2020,000067,540000-560000,,1,60-000000,      Professional & Business Services,"74,300","75,400","75,900","76,000","76,100","77,300","77,400","77,600","77,600","78,000","77,600","77,400","75,800","76,800","76,300","77,300","77,300","77,400","78,900","79,700","79,800","79,800","80,200","80,000","77,700","79,400","79,400","83,100","84,300","85,100","86,700","87,200","85,100","86,600","86,500","85,700","85,400","86,200","85,600","84,400","84,200","85,400","85,100","86,300","87,100","88,200","88,100","87,600","85,500","86,900","88,000","87,900","88,400","88,600","88,100","89,000","88,800","88,200","88,800","89,000","86,300","87,000","87,100","87,200","87,100","87,200","89,400","89,900","89,200","90,000","90,000","90,500","91,100","92,600","92,200","93,800","93,900","93,800","95,100","96,100","94,900","95,500","97,000","96,900","93,500","94,200","94,500","94,100","95,000","95,400","94,300","94,700","94,500","95,700","96,500","95,800","93,900","94,900","95,400","96,000","96,800","96,400","96,200","96,900","96,700","96,700","96,200","95,500","97,600","98,100","97,900","98,100","98,600","98,800","98,600","99,600","99,500","99,700","100,100","99,600","99,600","100,600","99,900","90,600","91,100","93,100","94,100","94,700","95,200","96,100","96,400","97,300",,,,,,,,,,,
27,2020,000067,,,1,60-540000,"        Professional, Scientific & Technical Services","38,200","38,800","39,000","39,200","38,500","39,000","38,700","38,700","38,600","38,400","38,000","38,500","37,700","38,400","38,400","38,300","37,600","37,300","37,900","38,200","37,800","37,500","37,400","37,000","37,100","37,700","37,500","38,400","38,000","37,900","38,100","38,300","37,800","37,900","38,000","37,500","37,600","38,200","38,000","37,900","37,100","37,400","37,300","37,700","37,700","37,900","37,700","38,000","38,400","38,600","38,800","38,600","38,200","38,100","38,200","38,400","38,000","38,100","38,100","38,400","39,000","39,400","39,300","39,400","38,800","39,000","39,500","39,500","38,900","39,200","39,200","39,500","39,800","40,400","40,300","40,400","39,900","39,800","40,300","40,400","40,400","40,600","41,300","41,400","39,900","40,100","40,200","40,500","40,400","40,600","40,100","40,200","40,000","40,300","40,600","40,500","39,800","40,200","40,500","40,600","40,500","40,400","40,700","41,000","40,800","41,400","41,200","41,300","41,700","42,000","41,700","42,600","42,500","42,500","42,700","43,000","42,400","43,000","42,900","42,700","43,300","43,800","43,400","41,200","40,900","41,400","41,600","41,900","41,900","42,800","41,700","43,000",,,,,,,,,,,
28,2020,000067,,,1,60-550000,        Management of Companies & Enterprises,"7,100","7,100","7,200","7,200","7,300","7,400","7,500","7,500","7,500","7,700","7,700","7,700","7,500","7,400","7,200","7,100","7,100","7,200","7,300","7,200","7,200","7,000","6,900","6,900","7,000","7,000","7,100","7,200","7,200","7,200","7,300","7,300","7,300","7,300","7,300","7,300","7,600","7,600","7,700","7,700","7,800","7,900","7,700","7,700","7,700","7,700","7,700","7,800","7,600","7,600","7,600","7,600","7,600","7,600","7,700","7,700","7,800","7,600","7,600","7,600","7,200","7,300","7,300","7,300","7,500","7,400","7,600","7,700","7,700","8,000","8,000","8,100","7,900","8,000","8,000","8,200","8,200","8,100","8,200","8,200","7,800","7,700","7,600","7,500","8,800","8,900","9,000","9,000","9,000","9,100","9,300","9,300","9,400","9,400","9,500","9,500","9,700","9,800","9,900","9,700","10,000","10,000","10,000","10,100","10,100","10,200","10,200","10,200","9,700","9,800","9,900","10,000","10,100","10,200","10,300","10,300","10,500","10,300","10,300","10,500","10,400","10,400","10,600","9,600","9,500","9,700","9,900","9,800","10,000","9,900","9,900","9,900",,,,,,,,,,,
29,2020,000067,,,1,60-560000,        Administrative & Support & Waste Services,"29,000","29,500","29,700","29,600","30,300","30,900","31,200","31,400","31,500","31,900","31,900","31,200","30,600","31,000","30,700","31,900","32,600","32,900","33,700","34,300","34,800","35,300","35,900","36,100","33,600","34,700","34,800","37,500","39,100","40,000","41,300","41,600","40,000","41,400","41,200","40,900","40,200","40,400","39,900","38,800","39,300","40,100","40,100","40,900","41,700","42,600","42,700","41,800","39,500","40,700","41,600","41,700","42,600","42,900","42,200","42,900","43,000","42,500","43,100","43,000","40,100","40,300","40,500","40,500","40,800","40,800","42,300","42,700","42,600","42,800","42,800","42,900","43,400","44,200","43,900","45,200","45,800","45,900","46,600","47,500","46,700","47,200","48,100","48,000","44,800","45,200","45,400","44,600","45,600","45,800","44,900","45,200","45,100","46,000","46,400","45,800","44,400","45,000","45,000","45,600","46,200","46,000","45,500","45,900","45,900","45,000","44,800","44,000","46,100","46,200","46,200","45,500","46,000","46,100","45,600","46,300","46,600","46,400","46,900","46,400","45,800","46,300","45,900","39,800","40,800","42,000","42,600","43,000","43,400","43,400","44,800","44,500",,,,,,,,,,,
30,2020,000067,610000-620000,,1,65-000000,      Educational & Health Services,"85,900","86,000","86,300","87,000","87,500","86,400","85,800","85,600","86,000","86,500","87,100","86,900","86,500","86,300","86,700","87,300","87,800","86,800","86,200","86,400","87,400","86,800","87,700","88,100","87,600","88,200","89,000","89,000","89,600","88,800","87,800","87,400","88,500","87,500","88,800","88,300","90,200","90,900","91,900","91,600","92,300","90,400","89,700","90,100","90,900","91,900","92,000","92,000","92,000","91,400","92,300","92,400","93,800","92,500","92,500","93,100","94,000","94,900","95,100","95,200","96,200","96,300","97,400","98,000","98,900","98,000","105,300","105,000","105,800","107,200","107,300","108,000","107,200","108,500","108,200","109,000","109,700","109,100","107,600","108,500","110,200","111,000","111,900","113,000","103,000","104,100","104,700","106,800","107,200","106,900","106,600","107,600","108,600","108,600","108,700","109,200","110,200","111,100","111,400","111,000","111,800","111,400","111,400","112,200","112,300","113,800","114,200","115,200","113,900","115,400","116,000","115,800","116,100","115,700","115,500","116,500","117,100","118,400","119,200","119,400","119,100","119,800","119,800","109,900","111,900","113,800","113,300","114,200","114,600","115,200","114,300","113,100",,,,,,,,,,,
33,2020,000067,710000-720000,,1,70-000000,      Leisure & Hospitality,"47,100","47,700","48,000","48,300","49,000","49,200","49,400","49,400","48,700","48,400","48,400","48,200","47,300","47,700","48,400","48,800","50,000","50,100","50,700","50,300","50,500","49,900","50,200","50,600","48,500","49,300","49,800","51,300","51,400","52,100","52,700","52,700","52,100","51,900","52,000","52,100","51,200","52,100","52,900","53,600","54,500","54,400","54,400","54,300","53,800","54,300","54,600","54,400","53,700","54,400","55,200","55,700","56,600","57,300","57,200","56,900","56,400","56,300","56,300","55,700","55,900","56,800","57,600","58,000","58,900","59,700","60,000","59,600","59,300","59,400","59,500","59,600","58,800","59,600","60,300","61,100","61,500","61,300","62,000","62,000","60,900","60,000","60,600","61,900","60,200","61,100","62,000","62,500","63,400","63,600","63,300","62,800","62,800","63,000","62,900","62,900","62,300","63,400","63,900","64,900","65,900","65,800","66,300","66,300","65,700","65,800","66,200","66,100","65,200","66,200","66,800","67,800","68,600","68,500","68,600","68,100","67,900","68,400","68,300","68,100","65,900","67,000","66,500","36,000","39,300","47,600","49,000","47,400","47,700","50,100","50,200","47,600",,,,,,,,,,,
34,2020,000067,,,1,70-710000,"        Arts, Entertainment & Recreation","6,900","7,200","7,200","7,100","7,200","7,400","8,000","7,800","7,400","7,000","7,000","7,000","6,900","7,100","7,100","7,200","7,600","7,800","8,100","8,000","7,900","7,400","7,500","7,600","7,200","7,300","7,400","7,800","7,300","7,800","8,200","8,300","7,700","7,500","7,600","7,500","7,400","7,600","7,600","7,700","7,900","8,100","8,200","7,900","7,400","7,400","7,500","7,400","7,300","7,400","7,500","7,600","7,900","8,600","8,100","7,700","7,100","7,200","7,300","7,100","7,600","7,600","7,700","7,600","8,000","8,300","8,300","7,800","7,300","7,100","7,100","7,100","7,500","7,800","7,900","8,000","8,300","8,500","8,800","8,800","8,200","8,000","8,200","9,100","7,800","7,900","8,200","8,400","8,500","8,900","9,100","8,600","8,000","8,200","8,100","7,900","8,000","8,300","8,400","8,500","8,900","9,000","9,300","9,100","8,500","8,600","8,600","8,400","8,500","8,600","8,800","9,100","9,400","9,800","10,000","9,500","9,100","9,100","9,100","8,900","8,400","8,600","8,700","3,300","3,600","4,800","5,500","4,500","4,600","4,600","4,900","5,200",,,,,,,,,,,
35,2020,000067,,,1,70-720000,        Accommodation & Food Services,"40,200","40,500","40,800","41,200","41,800","41,800","41,400","41,600","41,300","41,400","41,400","41,200","40,400","40,600","41,300","41,600","42,400","42,300","42,600","42,300","42,600","42,500","42,700","43,000","41,300","42,000","42,400","43,500","44,100","44,300","44,500","44,400","44,400","44,400","44,400","44,600","43,800","44,500","45,300","45,900","46,600","46,300","46,200","46,400","46,400","46,900","47,100","47,000","46,400","47,000","47,700","48,100","48,700","48,700","49,100","49,200","49,300","49,100","49,000","48,600","48,300","49,200","49,900","50,400","50,900","51,400","51,700","51,800","52,000","52,300","52,400","52,500","51,300","51,800","52,400","53,100","53,200","52,800","53,200","53,200","52,700","52,000","52,400","52,800","52,400","53,200","53,800","54,200","54,900","54,700","54,200","54,200","54,700","54,800","54,800","54,900","54,400","55,200","55,500","56,400","57,100","56,800","57,000","57,200","57,200","57,200","57,500","57,700","56,700","57,600","58,000","58,700","59,200","58,700","58,600","58,600","58,800","59,300","59,200","59,200","57,500","58,400","57,800","32,700","35,700","42,800","43,500","42,900","43,100","45,500","45,300","42,400",,,,,,,,,,,
36,2020,000067,811000-813000,,1,80-000000,      Other Services,"19,800","19,800","19,900","20,100","20,200","20,100","20,200","20,100","20,400","20,200","20,000","19,900","19,600","19,600","19,700","19,800","19,800","19,900","19,900","19,800","19,900","19,400","19,300","19,400","19,400","19,500","19,700","19,900","20,000","20,300","19,600","19,700","19,400","19,400","19,400","19,300","19,300","19,500","19,500","19,600","19,700","19,600","19,500","19,600","19,600","19,500","19,600","19,600","19,500","19,700","20,000","20,400","20,600","20,700","20,700","20,500","20,700","20,400","20,500","20,100","20,100","20,200","20,400","20,900","20,900","21,000","21,300","21,200","21,200","21,000","20,900","20,900","20,800","21,100","21,200","21,200","21,200","21,500","22,000","21,900","21,900","20,900","20,300","20,000","21,200","21,700","21,900","22,200","22,400","22,700","22,600","22,700","23,100","22,700","22,600","22,500","22,400","22,600","22,700","23,100","23,400","23,600","23,500","23,600","23,400","23,600","23,600","23,500","22,900","23,300","23,700","24,100","23,900","23,900","24,200","24,200","24,500","24,500","24,900","24,600","24,600","25,000","25,000","17,700","18,500","20,100","20,800","19,100","20,200","20,600","20,300","19,000",,,,,,,,,,,
37,2020,000067,"910000, 920000, 930000, 940000",,1,90-000000,      Government,"165,600","166,700","167,400","168,900","170,700","168,400","158,500","156,700","160,800","163,400","164,200","160,500","162,200","163,000","163,900","164,000","163,000","161,600","154,200","153,500","156,500","159,000","159,300","158,700","156,900","158,500","159,400","159,900","160,000","160,300","151,000","150,400","152,200","156,000","156,500","155,500","154,900","156,700","158,000","158,300","158,700","158,500","151,500","153,300","155,300","157,000","159,700","159,000","159,000","160,500","160,600","162,500","162,800","164,100","155,800","156,100","158,700","162,900","164,100","161,700","161,900","162,600","163,800","165,000","163,700","164,800","160,300","160,600","161,500","165,600","165,900","163,600","164,500","164,500","165,600","165,900","166,700","167,500","160,100","161,000","162,600","166,300","167,100","164,100","163,400","163,400","164,500","164,400","165,400","164,900","160,900","159,700","162,300","164,700","166,200","165,200","165,000","165,300","166,000","166,000","166,300","166,100","161,600","162,300","163,800","166,400","167,600","166,900","166,700","166,700","168,400","168,000","169,700","169,200","164,200","166,200","166,200","171,000","171,100","170,100","169,700","169,800","171,700","169,100","166,900","165,600","162,100","164,600","164,700","169,100","168,600","166,100",,,,,,,,,,,
38,2020,000067,910000-912999,,1,90-910000,        Federal Government,"10,300","10,300","10,200","11,100","12,200","11,400","10,600","10,400","10,300","10,300","10,200","10,200","10,100","10,100","10,100","10,200","10,300","10,200","10,100","10,100","10,100","10,200","10,200","10,200","10,000","10,000","9,900","10,000","10,100","10,100","10,100","10,100","10,000","9,800","9,900","9,800","9,800","9,800","9,900","9,700","9,700","9,700","9,800","9,700","9,800","9,800","9,800","9,600","9,800","9,700","9,700","9,700","9,800","9,900","9,900","10,000","9,900","10,000","9,900","9,900","9,900","9,900","10,000","10,100","9,800","9,900","10,000","10,100","10,100","10,100","10,100","10,200","10,100","10,100","10,000","10,200","10,100","10,100","10,400","10,300","10,400","10,400","10,300","10,400","10,200","10,400","10,400","10,300","10,300","10,300","10,300","10,200","10,300","10,500","10,700","10,700","10,500","10,400","10,400","10,400","10,300","10,200","10,200","10,400","10,500","10,300","10,400","10,700","10,500","10,600","10,400","10,300","10,500","10,600","10,500","10,600","10,500","10,500","10,500","10,600","10,700","10,600","10,600","10,800","10,700","10,800","11,000","12,300","11,900","11,600","11,100","11,000",,,,,,,,,,,
39,2020,000067,"921611, 922999",,1,90-920000,          State Government,"85,000","85,400","85,700","85,600","85,700","84,900","84,400","84,700","84,500","86,000","86,300","85,400","85,500","85,100","85,200","85,400","84,800","84,300","82,900","82,500","83,000","83,300","83,000","82,400","82,600","83,000","83,200","83,300","83,400","83,300","81,600","80,700","81,300","82,100","82,100","81,700","81,700","82,800","83,300","83,300","83,400","83,500","82,900","83,400","84,000","84,400","85,300","84,600","85,300","85,800","86,300","86,700","86,900","86,800","85,900","86,000","86,500","87,200","87,400","87,000","87,300","87,300","87,500","87,900","88,100","88,000","87,200","87,300","87,900","89,100","88,900","88,300","88,500","88,400","88,600","88,500","88,600","88,900","86,700","86,100","86,700","88,400","88,500","88,700","88,700","88,600","89,000","89,100","89,400","89,500","89,100","88,800","89,700","90,200","90,900","89,900","90,200","90,200","90,400","90,500","90,800","90,900","90,000","90,300","91,200","91,500","92,200","91,100","91,400","91,500","92,000","92,100","92,500","92,600","91,700","91,900","92,100","93,400","93,600","93,500","93,300","93,900","94,300","94,400","94,800","95,100","94,400","94,500","94,900","95,700","95,800","95,200",,,,,,,,,,,
40,2020,000067,"931611, 939012, 939022, 932994",,1,90-930000,          Local Government,"70,300","71,000","71,500","72,200","72,800","72,100","63,500","61,600","66,000","67,100","67,700","64,900","66,600","67,800","68,600","68,400","67,900","67,100","61,200","60,900","63,400","65,500","66,100","66,100","64,300","65,500","66,300","66,600","66,500","66,900","59,300","59,600","60,900","64,100","64,500","64,000","63,400","64,100","64,800","65,300","65,600","65,300","58,800","60,200","61,500","62,800","64,600","64,800","63,900","65,000","64,600","66,100","66,100","67,400","60,000","60,100","62,300","65,700","66,800","64,800","64,700","65,400","66,300","67,000","65,800","66,900","63,100","63,200","63,500","66,400","66,900","65,100","65,900","66,000","67,000","67,200","68,000","68,500","63,000","64,600","65,500","67,500","68,300","65,000","64,500","64,400","65,100","65,000","65,700","65,100","61,500","60,700","62,300","64,000","64,600","64,600","64,300","64,700","65,200","65,100","65,200","65,000","61,400","61,600","62,100","64,600","65,000","65,100","64,800","64,600","66,000","65,600","66,700","66,000","62,000","63,700","63,600","67,100","67,000","66,000","65,700","65,300","66,800","63,900","61,400","59,700","56,700","57,800","57,900","61,800","61,700","59,900",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES: The unemployment rate is calculated using unrounded data. Data may not add due to rounding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note on column C:  County FIPS code or MSA designation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note on column E:  the historical series has a non-economic break in January of years displayed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note on column F:  a '1' means the cell is currently estimated & published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                             a '2' means the cell is currently published but is determined by addition or subtraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"                             a '5' means the cell is currently published, is made up of multiple NAICS codes and is determined by addition or subtraction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note on column G:  'SS-NAICS' refers to the North American Industry Classification System.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
