10,2020,000001,"113000, 210000-813000, 92000",,1,00-000000,  Total Nonfarm,"647,800","649,500","653,200","652,800","656,300","657,100","643,900","641,200","653,900","657,300","661,000","660,300","645,800","649,600","653,800","660,300","661,600","664,100","661,900","663,300","665,300","669,700","672,300","673,200","663,200","667,200","671,000","678,600","682,200","685,600","682,700","683,700","685,700","691,500","696,800","697,500","686,000","691,200","694,400","699,500","702,800","701,000","698,100","701,100","700,800","710,100","713,600","714,300","700,700","706,100","710,500","716,400","720,400","722,600","717,000","720,800","722,600","729,500","737,500","737,500","727,200","731,800","738,800","744,700","747,500","749,700","749,500","753,400","753,600","760,900","764,500","766,200","753,700","759,600","761,800","770,500","771,500","769,400","770,500","770,900","774,300","782,600","784,700","787,700","772,000","777,500","784,700","783,800","789,400","792,800","786,600","789,800","791,900","800,000","802,200","805,600","791,300","798,500","802,900","803,800","808,100","810,800","804,800","807,300","807,900","812,900","816,400","817,300","800,700","806,800","809,600","810,900","814,100","816,300","812,900","816,400","815,500","818,100","826,100","826,400","811,800","817,200","811,100","690,200","707,900","725,200","724,000","728,100","732,200","743,100","748,600","750,300",,,,,,,,,,,
11,2020,000001,"113000, 210000, 230000-330000",,1,06-000000,    Goods Producing,"91,200","91,000","91,900","87,900","88,600","89,500","91,000","91,500","90,900","91,000","90,800","90,200","89,400","89,500","89,500","91,000","92,000","93,300","95,200","96,100","95,400","95,000","94,800","94,500","92,600","92,800","92,400","93,800","94,900","96,400","97,500","97,900","97,600","97,800","97,100","96,500","97,500","98,100","98,500","98,500","99,200","100,200","100,800","102,200","101,700","101,900","102,100","101,600","100,000","100,500","101,100","102,000","103,300","105,000","106,700","107,900","108,200","108,600","109,500","108,500","108,100","108,600","110,100","110,900","111,900","113,300","115,200","116,100","116,400","116,800","116,600","116,100","114,600","116,000","115,900","116,800","117,400","117,500","120,300","120,400","120,300","119,600","119,100","118,700","119,500","120,500","122,700","122,400","124,200","126,000","128,200","128,900","128,900","129,500","129,300","130,300","129,500","131,600","131,200","132,200","133,300","134,200","136,000","135,900","135,600","135,400","135,100","135,100","132,100","132,600","133,700","133,400","133,900","135,000","135,900","136,200","136,000","135,600","135,600","135,500","134,300","135,700","135,900","113,000","122,700","129,000","129,000","130,300","130,800","131,600","130,500","132,300",,,,,,,,,,,
13,2020,000001,"1133000, 210000",,1,15-000000,"     Mining, Logging and Construction","29,500","28,900","29,700","29,800","30,000","30,600","31,300","31,700","31,000","31,200","30,400","29,600","28,600","28,500","28,200","29,100","29,700","30,500","31,700","32,700","32,900","33,000","32,700","32,400","30,800","31,100","30,500","31,300","32,500","33,800","34,600","35,200","35,000","35,300","34,800","34,500","34,200","34,500","34,800","34,800","35,100","35,900","36,200","36,800","36,200","36,500","36,200","35,400","34,700","35,000","35,300","35,800","36,800","38,000","39,000","39,900","39,600","39,500","39,400","38,200","38,200","38,200","39,100","39,700","40,300","40,900","41,800","42,400","42,600","42,600","42,600","42,100","40,200","41,300","41,100","42,400","42,900","42,900","44,400","44,600","44,600","44,400","44,400","43,300","42,700","43,100","44,100","44,400","45,600","46,500","47,400","47,700","47,600","47,600","47,200","47,200","46,100","48,000","47,400","48,200","48,900","49,700","50,000","50,000","50,200","50,400","50,100","49,500","47,000","47,300","48,300","48,700","49,600","50,400","51,000","51,200","51,000","50,800","50,500","49,300","49,200","49,900","49,500","34,900","43,600","46,600","46,700","47,500","47,300","48,200","47,600","48,000",,,,,,,,,,,
14,2020,000001,210000-330000,,1,30-000000,      Manufacturing,"61,700","62,100","62,200","58,100","58,600","58,900","59,700","59,800","59,900","59,800","60,400","60,600","60,800","61,000","61,300","61,900","62,300","62,800","63,500","63,400","62,500","62,000","62,100","62,100","61,800","61,700","61,900","62,500","62,400","62,600","62,900","62,700","62,600","62,500","62,300","62,000","63,300","63,600","63,700","63,700","64,100","64,300","64,600","65,400","65,500","65,400","65,900","66,200","65,300","65,500","65,800","66,200","66,500","67,000","67,700","68,000","68,600","69,100","70,100","70,300","69,900","70,400","71,000","71,200","71,600","72,400","73,400","73,700","73,800","74,200","74,000","74,000","74,400","74,700","74,800","74,400","74,500","74,600","75,900","75,800","75,700","75,200","74,700","75,400","76,800","77,400","78,600","78,000","78,600","79,500","80,800","81,200","81,300","81,900","82,100","83,100","83,400","83,600","83,800","84,000","84,400","84,500","86,000","85,900","85,400","85,000","85,000","85,600","85,100","85,300","85,400","84,700","84,300","84,600","84,900","85,000","85,000","84,800","85,100","86,200","85,100","85,800","86,400","78,100","79,100","82,400","82,300","82,800","83,500","83,400","82,900","84,300",,,,,,,,,,,
15,2020,000001,"321000, 327000-330000",,1,31-000000,        Durable Goods,"43,800","44,200","44,300","40,200","40,600","40,800","41,500","41,600","41,700","41,600","42,000","42,200","42,200","42,300","42,600","43,100","43,300","43,700","44,200","44,100","43,000","42,900","43,100","43,200","43,100","43,100","43,300","43,500","43,500","43,600","43,700","43,600","43,400","43,200","43,100","43,000","42,900","43,100","43,100","43,100","43,400","43,600","43,700","44,200","44,300","44,100","44,400","44,700","44,200","44,400","44,700","45,100","45,300","45,900","46,300","46,500","46,900","47,400","48,300","48,600","48,000","48,300","48,700","48,900","49,200","49,700","50,800","51,000","51,100","51,300","51,100","51,200","51,300","51,700","51,800","51,400","51,200","51,400","52,300","52,200","52,000","51,900","51,800","52,400","52,500","52,900","54,000","53,800","54,300","55,000","56,300","56,700","56,900","57,500","57,700","58,700","59,400","59,500","59,900","60,100","60,400","60,500","61,800","61,700","61,200","60,800","60,900","61,600","61,500","61,800","62,000","61,300","60,900","61,100","60,900","61,000","61,100","60,900","61,300","62,300","61,700","62,200","63,000","57,700","58,700","61,500","61,500","61,900","62,500","62,400","62,000","63,400",,,,,,,,,,,
16,2020,000001,"311000-316000, 322000-326000",,1,32-000000,        Nondurable Goods,"17,900","17,900","17,900","17,900","18,000","18,100","18,200","18,200","18,200","18,200","18,400","18,400","18,600","18,700","18,700","18,800","19,000","19,100","19,300","19,300","19,500","19,100","19,000","18,900","18,700","18,600","18,600","19,000","18,900","19,000","19,200","19,100","19,200","19,300","19,200","19,000","20,400","20,500","20,600","20,600","20,700","20,700","20,900","21,200","21,200","21,300","21,500","21,500","21,100","21,100","21,100","21,100","21,200","21,100","21,400","21,500","21,700","21,700","21,800","21,700","21,900","22,100","22,300","22,300","22,400","22,700","22,600","22,700","22,700","22,900","22,900","22,800","23,100","23,000","23,000","23,000","23,300","23,200","23,600","23,600","23,700","23,300","22,900","23,000","24,300","24,500","24,600","24,200","24,300","24,500","24,500","24,500","24,400","24,400","24,400","24,400","24,000","24,100","23,900","23,900","24,000","24,000","24,200","24,200","24,200","24,200","24,100","24,000","23,600","23,500","23,400","23,400","23,400","23,500","24,000","24,000","23,900","23,900","23,800","23,900","23,400","23,600","23,400","20,400","20,400","20,900","20,800","20,900","21,000","21,000","20,900","20,900",,,,,,,,,,,
17,2020,000001,"220000, 420000-813000, 92000",,1,07-000000,    Service Providing,"556,600","558,500","561,300","564,900","567,700","567,600","552,900","549,700","563,000","566,300","570,200","570,100","556,400","560,100","564,300","569,300","569,600","570,800","566,700","567,200","569,900","574,700","577,500","578,700","570,600","574,400","578,600","584,800","587,300","589,200","585,200","585,800","588,100","593,700","599,700","601,000","588,500","593,100","595,900","601,000","603,600","600,800","597,300","598,900","599,100","608,200","611,500","612,700","600,700","605,600","609,400","614,400","617,100","617,600","610,300","612,900","614,400","620,900","628,000","629,000","619,100","623,200","628,700","633,800","635,600","636,400","634,300","637,300","637,200","644,100","647,900","650,100","639,100","643,600","645,900","653,700","654,100","651,900","650,200","650,500","654,000","663,000","665,600","669,000","652,500","657,000","662,000","661,400","665,200","666,800","658,400","660,900","663,000","670,500","672,900","675,300","661,800","666,900","671,700","671,600","674,800","676,600","668,800","671,400","672,300","677,500","681,300","682,200","668,600","674,200","675,900","677,500","680,200","681,300","677,000","680,200","679,500","682,500","690,500","690,900","677,500","681,500","675,200","577,200","585,200","596,200","595,000","597,800","601,400","611,500","618,100","618,000",,,,,,,,,,,
18,2020,000001,"220000, 420000-490000",,1,40-000000,"      Trade, Transportation & Utilities","117,900","116,900","116,700","116,700","117,600","118,200","117,000","117,000","116,900","117,900","119,600","121,200","116,500","115,700","116,100","117,500","117,800","118,300","119,000","119,800","120,000","120,700","123,500","124,900","121,600","120,100","120,200","121,200","121,900","122,900","123,000","123,400","123,300","123,900","128,000","129,500","126,300","125,500","125,500","125,200","126,100","127,100","126,400","126,800","127,000","129,300","132,400","134,300","129,600","128,200","129,100","129,300","130,000","130,400","130,700","132,000","131,400","131,900","135,800","137,200","133,700","133,300","133,600","133,500","134,100","135,100","135,900","136,300","136,200","136,600","139,100","140,800","136,300","135,800","135,400","136,300","136,000","136,200","137,700","138,200","137,500","139,000","141,900","144,500","137,600","136,200","136,300","136,300","136,600","137,200","137,300","138,100","137,300","139,300","142,600","144,700","140,300","139,000","139,200","138,400","138,400","138,900","139,400","139,800","139,100","139,200","141,900","143,200","139,900","138,100","138,100","137,500","137,300","137,700","138,200","138,500","137,500","138,100","141,700","143,200","138,400","137,400","136,300","116,400","117,500","123,400","126,100","127,600","127,900","128,700","132,700","134,800",,,,,,,,,,,
19,2020,000001,,,1,41-000000,        Wholesale Trade,"34,100","34,100","34,200","34,200","34,500","34,600","34,300","34,200","34,100","34,400","34,500","34,300","33,600","33,600","33,700","34,000","34,200","34,200","34,400","34,600","34,700","34,900","35,000","35,000","34,800","34,800","34,800","35,100","35,300","35,600","36,000","36,000","35,800","36,000","36,200","36,300","36,100","36,100","36,100","36,100","36,300","36,500","36,600","36,700","36,700","37,000","37,000","37,200","36,700","36,700","36,600","36,600","36,900","36,900","37,000","37,300","37,100","37,000","37,300","37,500","37,400","37,500","37,700","37,600","37,700","38,000","38,400","38,500","38,500","38,400","38,400","38,700","37,900","38,000","38,100","38,200","38,300","38,300","38,900","38,900","38,800","39,400","39,500","39,500","37,700","37,900","37,800","38,000","38,200","38,400","38,300","38,400","38,000","38,200","38,000","38,100","37,900","38,100","38,100","37,900","37,900","38,000","37,700","37,700","37,500","37,700","37,400","37,300","36,500","36,500","36,400","36,600","36,500","36,400","36,400","36,400","36,100","36,300","36,100","36,200","35,700","35,700","35,600","32,200","32,000","32,800","33,000","33,200","33,100","32,800","33,000","33,000",,,,,,,,,,,
20,2020,000001,440000-450000,,1,42-000000,        Retail Trade,"61,000","59,900","59,900","59,800","60,300","60,500","60,200","60,400","60,000","60,600","62,300","63,700","60,400","59,700","60,000","60,200","60,300","60,400","60,900","61,300","61,400","62,100","64,400","65,500","62,800","61,300","61,400","62,000","62,600","62,900","62,900","63,200","63,300","63,900","67,400","68,600","66,200","65,600","65,600","65,100","65,900","66,400","66,400","66,800","66,900","68,000","70,900","72,100","68,500","67,200","67,700","67,700","67,900","68,400","68,200","69,000","68,400","68,800","72,100","73,000","70,200","69,300","69,400","69,400","69,800","70,300","70,400","70,800","70,800","71,100","73,400","74,300","71,400","70,700","70,600","70,900","70,800","70,600","71,300","71,600","71,000","72,100","74,500","75,700","71,200","70,000","70,100","70,100","70,200","70,500","70,500","71,100","70,700","71,400","74,200","74,900","72,400","71,500","71,600","70,900","70,900","71,000","71,400","71,600","71,100","70,900","72,800","73,800","71,300","70,000","69,800","69,300","69,400","69,600","70,000","69,900","69,200","69,600","72,200","72,800","69,400","68,800","68,100","53,400","53,800","58,000","60,200","60,800","61,200","62,000","64,000","64,600",,,,,,,,,,,
21,2020,000001,,,1,43-000000,"        Transportation, Warehousing & Utilities","22,800","22,900","22,700","22,700","22,700","23,100","22,500","22,400","22,800","22,900","22,800","23,300","22,500","22,400","22,400","23,400","23,300","23,600","23,700","23,900","23,900","23,800","24,100","24,400","24,000","23,900","24,100","24,100","24,100","24,300","24,000","24,200","24,200","24,100","24,400","24,600","24,000","23,900","23,800","24,000","24,000","24,200","23,400","23,300","23,300","24,300","24,500","25,000","24,400","24,300","24,900","25,000","25,200","25,100","25,500","25,700","25,900","26,100","26,400","26,700","26,100","26,500","26,500","26,500","26,600","26,800","27,100","27,000","26,900","27,100","27,300","27,800","27,000","27,100","26,700","27,200","26,900","27,300","27,500","27,700","27,700","27,500","27,900","29,300","28,700","28,300","28,400","28,200","28,200","28,300","28,500","28,600","28,600","29,700","30,400","31,700","30,000","29,400","29,500","29,600","29,600","29,900","30,300","30,500","30,500","30,600","31,700","32,100","32,100","31,600","31,900","31,600","31,400","31,700","31,800","32,200","32,200","32,200","33,400","34,200","33,300","32,900","32,600","30,800","31,700","32,600","32,900","33,600","33,600","33,900","35,700","37,200",,,,,,,,,,,
22,2020,000001,,,1,50-000000,      Information,"15,100","14,900","14,900","14,300","14,200","14,100","14,500","14,200","14,000","13,900","14,000","13,900","14,100","14,100","14,200","14,000","14,100","14,200","14,300","14,200","14,200","14,100","14,300","14,200","14,200","14,300","14,300","14,500","14,500","14,500","14,600","14,500","14,400","14,600","14,800","14,700","14,200","14,300","14,000","14,000","14,000","14,100","13,900","14,000","13,900","14,000","14,200","14,200","13,900","14,000","14,200","14,300","14,300","14,600","14,800","15,000","15,000","15,100","15,400","15,600","15,600","15,700","15,800","16,100","16,300","16,700","17,100","17,200","17,000","17,300","17,400","17,500","17,800","17,800","17,900","18,100","18,100","18,300","18,400","18,600","18,300","18,400","18,500","18,600","18,900","18,500","18,600","18,300","18,300","18,700","19,000","19,000","18,800","19,100","19,100","19,200","19,600","19,800","19,800","19,800","19,900","20,200","20,300","20,200","20,000","19,900","20,000","20,100","20,200","20,400","20,300","20,500","20,500","20,600","20,800","20,800","20,600","20,500","20,500","20,700","20,900","20,900","20,900","19,800","19,700","19,700","19,500","19,500","19,400","19,500","19,500","19,500",,,,,,,,,,,
23,2020,000001,520000-530000,,1,55-000000,      Financial Activities,"22,400","22,900","22,900","23,100","23,300","23,500","23,600","23,700","23,500","23,600","23,700","23,800","23,500","23,700","23,900","24,300","24,300","24,500","24,900","24,900","25,100","24,800","24,900","25,100","25,100","25,400","25,600","25,900","26,100","26,200","26,300","26,200","26,200","26,500","26,600","26,700","27,200","27,400","27,400","27,800","27,900","28,100","28,200","28,200","28,100","28,600","28,700","28,800","28,300","28,600","28,600","28,700","28,800","28,900","29,100","29,300","29,400","29,700","29,600","29,700","28,500","28,800","29,000","28,700","29,000","29,300","29,600","29,600","29,500","29,600","29,800","30,000","29,600","29,700","29,900","30,200","30,300","30,400","30,400","30,300","30,200","30,600","31,000","31,400","28,600","28,600","29,100","28,800","29,000","29,000","28,800","28,700","28,500","28,500","28,500","28,700","28,100","27,800","27,800","27,800","27,900","28,000","28,200","28,300","28,000","28,100","28,000","28,100","28,000","28,300","28,200","28,200","28,200","28,300","28,500","28,600","28,200","28,400","28,500","28,800","28,500","28,600","28,100","27,000","26,800","26,900","27,000","27,000","26,800","27,100","27,200","27,000",,,,,,,,,,,
24,2020,000001,,,1,55-520000,        Finance & Insurance,"13,500","13,900","14,000","14,000","14,100","14,200","14,500","14,500","14,500","14,700","14,800","14,900","14,900","15,000","15,100","15,500","15,500","15,600","16,000","16,000","16,100","15,900","16,100","16,200","16,400","16,600","16,800","16,900","17,000","17,000","16,900","16,900","16,800","17,200","17,400","17,400","18,000","18,100","18,100","18,300","18,400","18,500","18,500","18,500","18,500","18,900","18,900","19,000","18,800","18,700","18,700","18,800","18,800","18,800","19,100","19,200","19,300","19,500","19,700","19,800","18,800","19,000","19,300","18,900","19,100","19,300","19,600","19,700","19,700","19,600","19,700","20,100","19,600","19,700","19,900","20,100","20,300","20,500","20,400","20,300","20,200","20,400","20,700","21,100","18,700","18,500","19,100","18,700","18,800","18,600","18,500","18,300","18,200","18,000","18,000","18,100","17,800","17,500","17,500","17,200","17,300","17,400","17,600","17,600","17,500","17,400","17,300","17,400","17,400","17,400","17,400","17,600","17,500","17,600","17,700","17,700","17,500","17,500","17,500","17,700","17,700","17,600","17,400","17,500","17,400","17,400","17,400","17,300","17,200","17,300","17,200","17,200",,,,,,,,,,,
