10,2020,041940,,,1,00-000000,  Total Nonfarm,"859,500","861,000","865,200","872,600","879,300","881,300","869,800","870,600","874,600","885,700","890,100","892,200","878,300","883,700","887,300","891,100","894,400","900,200","890,500","894,500","900,600","909,400","912,000","915,200","902,400","908,700","915,500","924,100","930,200","938,500","928,000","933,600","937,400","947,400","953,100","955,900","941,800","950,100","955,000","960,100","966,200","972,000","961,400","970,800","974,800","982,100","991,900","995,400","983,600","991,200","996,300","1,001,900","1,007,700","1,013,600","1,004,200","1,013,500","1,017,000","1,024,800","1,029,600","1,032,300","1,021,200","1,026,200","1,030,600","1,038,200","1,045,300","1,052,600","1,049,300","1,054,900","1,054,900","1,068,600","1,070,500","1,071,300","1,060,900","1,066,900","1,067,500","1,078,700","1,083,300","1,089,400","1,085,400","1,088,200","1,085,800","1,094,100","1,100,000","1,101,600","1,084,300","1,091,100","1,097,300","1,100,700","1,106,500","1,115,700","1,111,500","1,112,600","1,109,000","1,118,200","1,124,700","1,126,000","1,103,900","1,113,200","1,116,400","1,119,600","1,125,900","1,136,300","1,130,100","1,132,800","1,128,400","1,140,900","1,147,000","1,147,400","1,129,300","1,135,500","1,140,200","1,138,900","1,144,600","1,152,000","1,150,400","1,155,900","1,148,700","1,161,800","1,170,300","1,170,900","1,155,200","1,161,200","1,149,800","1,009,900","1,031,000","1,052,300","1,052,500","1,058,100","1,057,100","1,069,500","1,077,300","1,070,500","1,049,800","1,062,800","1,069,400","1,079,400","1,083,500","1,091,500","1,091,700","1,099,100","1,104,300","1,121,600","1,125,300"
11,2020,041940,,,1,05-000000,    Total Private,"763,500","764,800","767,600","773,200","778,400","784,700","784,800","787,100","784,700","790,300","793,100","796,100","783,700","788,400","791,600","794,600","797,600","804,000","809,200","812,100","809,700","815,600","817,600","820,800","810,700","815,800","821,500","829,900","836,000","843,600","846,900","850,500","847,200","853,900","859,000","862,600","849,200","856,100","861,900","865,800","870,500","877,600","882,800","887,400","883,500","888,000","896,500","901,200","889,100","895,600","900,500","905,000","910,700","919,400","921,900","927,400","924,800","929,600","933,700","937,100","927,400","931,600","936,500","943,400","950,100","957,900","965,600","967,600","963,300","973,800","975,000","976,100","967,300","972,600","972,100","983,100","986,900","993,400","1,000,100","999,900","992,900","998,100","1,002,100","1,003,800","988,500","995,300","1,000,500","1,003,200","1,008,500","1,019,000","1,023,500","1,023,000","1,015,000","1,020,600","1,026,100","1,028,000","1,007,500","1,016,400","1,018,100","1,020,900","1,026,800","1,037,400","1,040,800","1,042,100","1,033,500","1,042,300","1,047,500","1,048,600","1,033,400","1,039,100","1,041,100","1,039,700","1,045,000","1,053,700","1,060,100","1,063,000","1,052,700","1,062,300","1,070,200","1,070,400","1,056,900","1,061,400","1,049,900","912,900","937,700","960,700","965,200","968,100","964,900","975,400","983,000","977,300","958,400","971,400","977,500","986,400","991,800","1,001,100","1,006,000","1,012,100","1,015,000","1,029,200","1,032,200"
12,2020,041940,,,1,06-000000,    Goods Producing,"182,600","182,200","182,900","183,200","184,400","187,100","188,600","190,100","189,400","189,200","187,700","186,800","184,800","185,300","186,100","187,900","188,800","191,200","193,500","194,600","193,000","191,300","189,200","188,900","188,100","188,400","189,100","190,900","193,100","196,400","197,100","197,900","196,400","195,000","194,300","194,000","190,900","191,400","192,300","193,100","194,000","196,900","199,900","201,200","200,300","197,900","198,200","198,400","196,200","197,200","198,000","198,200","200,000","202,600","204,100","206,600","206,100","203,600","203,800","204,100","201,900","203,400","204,600","205,900","207,400","210,500","212,700","213,800","212,600","212,700","211,200","211,200","210,100","211,000","211,100","213,300","214,300","216,800","220,100","220,100","218,200","216,500","216,000","215,500","213,900","214,300","212,100","211,800","213,300","216,400","219,100","219,900","219,200","218,900","218,800","219,600","217,200","218,600","218,900","219,800","220,400","223,400","224,900","225,300","224,400","224,800","224,200","224,200","221,700","223,300","224,600","224,300","224,600","226,500","227,300","227,800","226,300","226,100","225,700","225,000","223,300","224,100","223,400","200,100","213,100","219,200","221,200","222,100","220,600","221,500","220,200","219,800","216,800","217,600","218,600","217,600","217,800","221,100","221,400","224,000","224,800","225,200","224,700"
13,2020,041940,"10000000, 20000000",,1,15-000000,"      Mining, Logging, and Construction","31,700","31,200","31,500","32,100","32,500","33,300","33,800","33,700","33,500","33,200","32,400","32,000","30,200","30,100","30,500","30,500","30,800","31,500","33,200","33,500","33,800","33,400","33,200","33,000","32,300","32,500","32,700","33,600","35,100","36,000","36,200","36,400","36,200","36,500","36,500","36,400","35,300","35,800","36,100","36,300","36,800","37,700","39,300","39,700","39,100","39,000","38,900","39,100","37,800","38,000","38,100","38,400","38,900","40,000","41,200","41,700","41,700","41,500","41,400","41,000","40,600","41,300","42,000","43,000","43,300","44,400","45,400","46,200","45,800","46,600","45,900","45,500","45,300","46,100","45,900","47,800","48,300","49,100","50,700","50,900","50,700","50,100","49,200","48,500","47,300","47,400","48,400","48,800","49,200","50,100","50,800","51,000","50,600","50,700","50,300","49,900","49,000","49,400","48,900","49,400","49,300","50,100","50,500","50,700","50,600","51,300","51,100","50,800","49,800","50,500","51,600","52,300","53,200","53,900","54,500","54,800","54,500","55,000","54,900","53,900","52,700","53,400","52,900","35,000","46,700","50,600","51,700","52,200","52,100","53,100","52,100","51,400","49,200","50,000","49,700","48,900","48,800","50,200","50,000","50,600","50,800","51,500","51,100"
14,2020,041940,,,1,10-000000,      Mining and Logging,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,300,300,300,300,200,200,200,200,200,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,200,200,200,200,200,200,300,300,300,200,200,200,200,300,300,300,300,300,300,300,300,300,300,300,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
15,2020,041940,,,1,20-000000,      Construction,"31,500","31,000","31,300","31,900","32,300","33,100","33,600","33,500","33,300","33,000","32,200","31,800","30,000","29,900","30,300","30,300","30,600","31,300","33,000","33,300","33,600","33,200","33,000","32,800","32,100","32,300","32,500","33,400","34,900","35,800","36,000","36,100","35,900","36,200","36,200","36,200","35,100","35,600","35,900","36,100","36,500","37,400","39,000","39,400","38,800","38,700","38,600","38,800","37,500","37,700","37,800","38,100","38,600","39,700","40,900","41,400","41,400","41,200","41,100","40,700","40,400","41,100","41,800","42,800","43,100","44,200","45,100","45,900","45,500","46,400","45,700","45,300","45,100","45,800","45,600","47,500","48,000","48,800","50,400","50,600","50,400","49,800","48,900","48,200","47,100","47,200","48,200","48,600","49,000","49,900","50,600","50,800","50,400","50,500","50,100","49,700","48,800","49,200","48,700","49,200","49,100","49,900","50,300","50,500","50,400","51,100","50,900","50,600","49,600","50,300","51,400","52,100","53,000","53,700","54,300","54,600","54,300","54,800","54,700","53,700","52,500","53,200","52,700","34,800","46,500","50,400","51,500","52,000","51,900","52,900","51,900","51,200","49,000","49,800","49,500","48,700","48,600","50,000","49,800","50,400","50,600","51,300","50,900"
19,2020,041940,,,1,20-238000,         Specialty Trade Contractors,"22,100","21,800","22,200","22,700","22,900","23,300","23,800","23,700","23,600","23,300","22,700","22,600","21,500","21,600","21,900","21,800","22,000","22,600","23,600","23,800","24,200","23,800","23,800","23,700","23,100","23,300","23,600","24,400","25,500","26,000","26,000","26,000","25,900","26,200","26,300","26,200","25,500","25,800","26,100","26,200","26,400","27,000","28,200","28,600","28,100","27,700","27,600","27,800","26,600","26,900","26,900","27,100","27,400","28,300","29,300","29,800","29,700","29,500","29,700","29,400","29,100","29,700","30,400","31,300","31,700","32,500","33,200","34,000","33,700","34,500","33,900","33,600","33,400","33,900","33,900","35,200","35,500","36,100","37,100","37,300","37,200","36,700","35,800","35,400","34,700","34,600","35,200","35,500","35,800","36,200","36,700","36,900","36,500","36,500","36,300","36,000","35,300","35,500","35,100","35,000","34,900","35,600","35,800","35,900","36,100","36,800","36,700","36,500","35,900","36,400","37,100","37,600","38,200","38,700","39,100","39,200","39,200","39,700","39,800","39,100","38,200","38,500","38,200","24,300","33,000","36,300","37,300","37,700","37,800","39,000","38,100","37,200","35,400","35,900","35,600","34,900","34,800","36,200","36,100","37,000","37,600","37,600","37,100"
20,2020,041940,,,1,20-238200,          Building Equipment Contractors,"10,400","10,300","10,300","10,500","10,500","10,600","10,800","10,800","10,600","10,500","10,500","10,700","10,400","10,600","10,800","10,600","10,600","10,900","11,200","11,300","11,500","11,200","11,400","11,400","11,200","11,300","11,600","11,800","12,100","12,300","12,100","12,100","11,800","12,000","12,000","12,100","11,800","11,900","12,000","11,900","11,800","12,100","12,400","12,500","12,200","11,900","12,300","12,800","11,700","11,800","11,700","11,800","11,900","12,300","12,700","13,000","13,000","13,000","13,200","13,300","13,100","13,300","13,600","13,800","14,100","14,400","14,700","15,100","15,000","15,200","15,400","15,400","15,200","15,300","15,300","15,600","15,800","16,000","16,700","16,900","16,800","16,500","16,500","16,600","16,300","16,400","16,400","16,400","16,500","16,500","16,700","16,800","16,700","16,600","16,600","16,700","16,700","16,700","16,600","16,500","16,300","16,600","16,500","16,500","16,600","16,800","16,800","17,000","16,800","17,200","17,400","17,500","17,600","17,700","18,000","18,200","18,200","18,700","19,000","18,800","18,800","18,800","18,700","12,100","15,900","17,400","17,600","17,900","17,800","17,900","17,800","17,800","17,400","17,300","17,500","17,300","17,400","17,600","17,500","17,800","17,800","17,700","17,800"
22,2020,041940,,,1,30-000000,      Manufacturing,"150,900","151,000","151,400","151,100","151,900","153,800","154,800","156,400","155,900","156,000","155,300","154,800","154,600","155,200","155,600","157,400","158,000","159,700","160,300","161,100","159,200","157,900","156,000","155,900","155,800","155,900","156,400","157,300","158,000","160,400","160,900","161,500","160,200","158,500","157,800","157,600","155,600","155,600","156,200","156,800","157,200","159,200","160,600","161,500","161,200","158,900","159,300","159,300","158,400","159,200","159,900","159,800","161,100","162,600","162,900","164,900","164,400","162,100","162,400","163,100","161,300","162,100","162,600","162,900","164,100","166,100","167,300","167,600","166,800","166,100","165,300","165,700","164,800","164,900","165,200","165,500","166,000","167,700","169,400","169,200","167,500","166,400","166,800","167,000","166,600","166,900","163,700","163,000","164,100","166,300","168,300","168,900","168,600","168,200","168,500","169,700","168,200","169,200","170,000","170,400","171,100","173,300","174,400","174,600","173,800","173,500","173,100","173,400","171,900","172,800","173,000","172,000","171,400","172,600","172,800","173,000","171,800","171,100","170,800","171,100","170,600","170,700","170,500","165,100","166,400","168,600","169,500","169,900","168,500","168,400","168,100","168,400","167,600","167,600","168,900","168,700","169,000","170,900","171,400","173,400","174,000","173,700","173,600"
23,2020,041940,,,1,31-000000,        Durable Goods,"139,700","139,700","139,900","139,000","139,900","141,400","142,200","142,800","142,300","142,900","143,500","143,800","143,900","144,200","144,600","145,600","146,000","147,000","147,100","147,000","145,100","144,300","143,900","144,200","144,300","144,200","144,200","145,100","145,600","147,200","147,200","147,300","146,100","144,800","144,900","145,200","143,300","143,500","143,800","144,300","144,600","146,100","147,000","147,000","146,700","145,800","146,300","146,400","145,800","146,400","146,900","146,700","147,200","148,800","148,800","150,000","149,500","148,600","149,000","149,900","148,200","148,900","149,400","149,900","150,800","152,700","153,300","153,500","152,800","152,600","151,900","152,400","151,700","151,700","152,000","152,000","152,400","154,000","155,100","155,000","153,500","152,800","153,200","153,700","153,400","153,700","150,400","149,700","150,700","152,800","154,600","155,000","154,900","155,000","155,100","156,500","155,400","156,300","157,100","157,400","157,900","159,900","160,600","160,400","159,700","160,100","159,600","160,000","158,800","159,500","159,800","158,900","158,200","159,300","159,700","159,500","158,500","158,500","158,400","158,700","158,300","158,400","158,400","154,500","155,400","157,300","158,000","158,000","156,700","157,200","156,900","157,300","156,600","156,600","157,900","157,600","157,800","159,600","160,100","161,600","162,200","162,300","162,500"
24,2020,041940,,,1,31-333000,          Machinery Manufacturing,"7,800","7,700","7,800","7,700","7,800","7,800","7,700","7,700","7,700","7,700","7,700","7,700","7,700","7,900","8,000","8,100","8,200","8,100","8,400","8,400","8,400","8,500","8,500","8,500","8,400","8,400","8,400","8,500","8,400","8,500","8,600","8,600","8,600","8,500","8,500","8,600","8,400","8,300","8,200","8,400","8,300","8,500","8,500","8,600","8,600","8,600","8,600","8,600","8,800","8,800","8,800","8,900","9,000","9,100","9,200","9,200","9,200","9,300","9,400","9,500","9,500","9,600","9,600","9,500","9,600","9,600","9,700","9,700","9,700","9,800","9,800","9,800","9,600","9,600","9,600","9,700","9,700","9,800","9,800","9,800","9,900","9,800","9,800","9,900","10,100","10,100","10,100","10,100","10,200","10,300","10,500","10,400","10,300","10,300","10,300","10,400","10,300","10,400","10,400","10,400","10,500","10,500","10,600","10,600","10,500","10,500","10,600","10,700","10,700","10,700","10,600","10,600","10,600","10,700","10,600","10,600","10,500","10,500","10,500","10,600","10,900","10,900","10,800","10,700","10,800","10,900","11,000","11,000","11,000","10,900","11,000","11,000","10,800","10,800","10,900","11,000","11,100","11,100","11,100","11,100","11,100","11,200","11,200"
27,2020,041940,,,1,31-334000,          Computer & Electronic Product Manufacturing,"103,000","102,800","103,000","101,600","102,300","103,600","104,300","104,800","104,400","104,800","105,400","105,800","105,900","106,100","106,400","107,200","107,600","108,600","108,600","108,600","107,200","106,700","106,600","106,900","106,800","106,700","106,600","107,400","108,000","109,300","109,200","109,200","108,300","107,100","107,300","107,500","106,100","106,300","106,500","107,000","107,300","108,500","109,300","109,100","108,900","108,000","108,500","108,500","108,300","108,900","109,200","109,000","109,500","111,000","111,100","112,100","111,700","110,300","110,500","111,300","109,600","110,100","110,400","111,000","111,800","113,600","114,100","114,300","113,800","113,600","113,100","113,500","113,300","113,400","113,700","113,500","113,800","115,200","116,100","116,100","114,500","113,700","114,100","114,300","113,900","114,100","110,500","110,400","111,200","113,000","114,200","114,700","114,800","114,900","114,900","116,100","115,100","115,800","116,400","116,600","117,000","118,700","119,100","119,100","118,600","119,100","118,500","118,800","117,900","118,500","118,700","118,700","118,200","119,300","119,800","119,900","119,400","119,400","119,600","120,000","119,500","119,700","119,900","118,900","119,000","119,900","120,800","120,700","119,700","120,000","119,700","120,100","119,500","118,900","119,400","119,000","119,200","120,400","121,500","122,300","122,400","123,100","123,000"
