10,2020,042200,"113000, 210000-813000, 92000",,1,00-000000,  Total Nonfarm,"160,800","162,100","163,100","164,300","166,700","166,300","163,500","163,500","162,200","165,300","166,100","165,400","161,100","163,700","164,200","165,400","166,900","167,400","164,800","165,600","164,800","166,700","167,800","167,300","163,900","166,900","167,900","169,600","171,600","171,900","168,900","169,800","169,300","173,300","174,100","174,000","170,300","173,100","174,700","175,600","176,300","176,700","173,100","174,100","174,000","177,500","178,600","177,800","174,000","176,300","178,100","178,700","179,600","179,000","175,800","177,000","176,800","179,600","180,600","180,800","176,900","179,900","180,600","182,200","183,100","182,300","180,600","181,600","181,500","182,400","183,400","182,600","179,700","181,200","181,800","182,800","183,600","183,700","182,100","181,900","181,400","183,900","184,800","183,900","180,600","182,400","182,900","185,000","186,100","186,200","183,200","183,500","183,900","185,700","187,500","185,500","182,800","186,400","186,600","189,000","190,800","190,500","188,200","188,700","188,900","192,800","193,700","194,400","190,200","191,800","193,300","194,200","193,600","194,900","191,300","191,600","191,600","196,700","198,500","200,100","195,500","197,100","195,700","166,000","169,400","173,500","176,500","177,200","179,300","182,400","183,400","181,700","177,100","178,000","180,500","183,500","184,400","186,000","182,900","184,800","186,700","188,600","190,400"
11,2020,042200,"113000, 210000-813000",,1,05-000000,    Total Private,"123,100","123,300","123,900","125,000","126,700","126,900","126,900","126,900","126,300","127,000","127,300","127,300","124,300","125,000","125,200","126,700","127,900","128,700","129,000","129,600","129,200","128,600","129,300","129,200","127,300","128,100","128,800","130,900","132,300","133,500","133,300","134,000","134,000","135,100","135,400","135,700","133,100","134,500","135,500","136,600","137,200","138,300","138,300","138,800","137,700","138,700","139,500","139,100","136,800","137,700","138,500","139,100","139,900","140,000","140,100","140,900","140,600","140,600","141,000","141,300","138,700","140,300","140,700","142,000","142,400","142,500","143,800","144,300","143,800","144,900","145,200","144,700","142,400","142,900","143,000","144,200","144,700","144,700","145,700","145,600","144,800","145,600","145,500","145,000","142,100","143,400","143,800","145,600","146,300","146,400","146,400","146,800","146,800","146,500","147,900","146,100","144,200","146,600","146,700","149,600","150,600","150,400","151,700","151,900","151,500","154,000","153,700","154,200","150,600","151,400","152,800","154,100","152,700","154,000","154,400","154,400","154,500","157,200","158,200","160,300","155,900","156,600","155,200","127,100","132,100","138,700","142,900","143,200","144,900","147,200","148,000","146,300","142,400","143,400","145,600","148,200","148,700","150,200","151,800","151,700","152,000","152,800","154,200"
12,2020,042200,"113000, 210000, 230000-330000",,1,06-000000,    Goods Producing,"19,000","18,900","18,900","19,000","19,200","19,200","19,300","19,500","19,400","19,500","19,400","19,300","19,000","19,100","19,100","19,400","19,500","19,700","20,000","20,100","20,000","20,000","19,800","19,700","19,300","19,500","19,500","19,700","19,900","20,200","20,300","20,400","20,400","20,600","20,600","20,500","20,000","20,400","20,400","20,400","20,300","20,500","20,600","20,900","20,700","20,700","20,700","20,500","20,300","20,400","20,600","20,700","20,700","20,900","21,300","21,500","21,600","21,500","21,200","21,100","21,100","21,300","21,400","21,500","21,600","21,900","22,200","22,300","22,600","22,500","22,300","22,100","22,100","22,400","22,500","22,400","22,400","22,400","22,800","22,800","22,800","22,900","22,300","22,200","21,800","21,700","21,900","22,200","22,300","22,300","22,600","22,700","22,800","22,700","22,500","22,000","21,400","22,100","22,100","22,500","22,500","22,700","23,100","23,200","23,200","23,400","23,200","23,400","22,700","22,800","22,900","22,700","22,800","22,900","23,100","23,000","22,900","22,800","22,900","22,600","22,300","22,500","22,100","20,000","20,900","21,500","21,200","21,200","21,300","21,300","21,100","21,400","20,700","20,400","21,300","21,300","21,300","21,500","21,600","21,700","21,800","21,700","21,300"
13,2020,042200,"10000000, 20000000",,1,15-000000,"      Mining, Logging, and Construction","7,900","7,800","7,800","7,900","8,000","8,000","8,000","8,100","8,000","8,100","8,000","7,900","7,600","7,600","7,500","7,800","7,800","8,000","8,200","8,300","8,200","8,200","8,000","8,000","7,800","7,900","7,800","7,900","8,000","8,100","8,200","8,200","8,200","8,400","8,500","8,400","8,100","8,400","8,400","8,500","8,300","8,300","8,400","8,800","8,500","8,500","8,600","8,600","8,400","8,400","8,600","8,600","8,500","8,600","8,900","8,900","8,900","8,900","8,800","8,700","8,700","8,700","8,700","8,800","8,800","8,900","9,100","9,100","9,200","9,200","9,200","9,000","8,900","9,100","9,100","9,000","9,000","9,000","9,200","9,100","9,100","9,200","9,000","9,000","8,600","8,600","8,800","9,100","9,100","9,200","9,400","9,500","9,500","9,500","9,500","9,200","9,000","9,600","9,600","9,800","9,800","9,800","10,000","10,100","10,000","10,300","10,100","10,300","10,000","10,000","10,000","9,800","9,800","9,800","10,100","10,000","9,900","9,900","10,100","9,900","9,800","9,900","9,600","8,700","9,500","9,700","9,500","9,500","9,400","9,500","9,400","9,600","9,200","9,000","9,600","9,700","9,600","9,600","9,700","9,800","9,900","9,900","9,500"
14,2020,042200,"1133000, 210000",,1,10-000000,      Mining and Logging,900,900,900,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,100","1,100","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,200","1,300","1,300","1,300","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,200","1,200","1,200","1,200","1,200","1,200","1,100","1,100","1,200","1,100","1,100","1,100","1,100","1,000","1,000","1,000","1,000",900,900,900,900,800,800,800,800,800,800,800,800,800,800,800,900,900,900,900,900,900,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,100","1,000","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,000","1,000","1,000",900,800,800,800,800,800,800,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700
15,2020,042200,,,1,20-000000,      Construction,"7,000","6,900","6,900","6,900","7,000","7,000","7,000","7,100","7,000","7,100","7,000","6,900","6,600","6,600","6,500","6,700","6,700","6,800","7,000","7,100","7,000","7,000","6,800","6,800","6,600","6,700","6,600","6,600","6,700","6,800","6,900","6,900","6,900","7,100","7,200","7,100","6,900","7,100","7,100","7,200","7,100","7,100","7,200","7,600","7,300","7,300","7,400","7,400","7,200","7,200","7,300","7,300","7,200","7,300","7,600","7,600","7,600","7,600","7,600","7,500","7,500","7,500","7,500","7,600","7,700","7,800","7,900","8,000","8,100","8,100","8,100","8,000","7,900","8,100","8,100","8,100","8,100","8,100","8,300","8,300","8,300","8,400","8,200","8,200","7,800","7,800","8,000","8,300","8,300","8,400","8,500","8,600","8,600","8,600","8,600","8,300","8,000","8,600","8,600","8,800","8,800","8,800","9,000","9,000","9,000","9,200","9,000","9,200","8,900","8,900","8,900","8,700","8,700","8,700","9,000","8,900","8,900","8,900","9,100","9,000","9,000","9,100","8,800","7,900","8,700","8,900","8,800","8,800","8,700","8,800","8,700","8,900","8,500","8,300","8,900","9,000","8,900","8,900","9,000","9,100","9,200","9,200","8,800"
16,2020,042200,210000-330000,,1,30-000000,      Manufacturing,"11,100","11,100","11,100","11,100","11,200","11,200","11,300","11,400","11,400","11,400","11,400","11,400","11,400","11,500","11,600","11,600","11,700","11,700","11,800","11,800","11,800","11,800","11,800","11,700","11,500","11,600","11,700","11,800","11,900","12,100","12,100","12,200","12,200","12,200","12,100","12,100","11,900","12,000","12,000","11,900","12,000","12,200","12,200","12,100","12,200","12,200","12,100","11,900","11,900","12,000","12,000","12,100","12,200","12,300","12,400","12,600","12,700","12,600","12,400","12,400","12,400","12,600","12,700","12,700","12,800","13,000","13,100","13,200","13,400","13,300","13,100","13,100","13,200","13,300","13,400","13,400","13,400","13,400","13,600","13,700","13,700","13,700","13,300","13,200","13,200","13,100","13,100","13,100","13,200","13,100","13,200","13,200","13,300","13,200","13,000","12,800","12,400","12,500","12,500","12,700","12,700","12,900","13,100","13,100","13,200","13,100","13,100","13,100","12,700","12,800","12,900","12,900","13,000","13,100","13,000","13,000","13,000","12,900","12,800","12,700","12,500","12,600","12,500","11,300","11,400","11,800","11,700","11,700","11,900","11,800","11,700","11,800","11,500","11,400","11,700","11,600","11,700","11,900","11,900","11,900","11,900","11,800","11,800"
17,2020,042200,"321000, 327000-330000",,1,31-000000,        Durable Goods,"8,400","8,400","8,400","8,400","8,500","8,500","8,600","8,600","8,600","8,600","8,700","8,700","8,600","8,700","8,800","8,800","8,800","8,800","8,900","8,900","8,800","8,700","8,800","8,800","8,700","8,700","8,800","8,800","8,800","8,800","8,800","8,900","8,800","8,800","8,800","8,900","8,800","8,800","8,800","8,700","8,700","8,800","8,700","8,700","8,600","8,700","8,700","8,700","8,600","8,600","8,600","8,600","8,600","8,600","8,700","8,800","8,800","8,800","8,800","8,900","8,900","9,000","9,100","9,000","9,100","9,200","9,300","9,400","9,400","9,400","9,300","9,300","9,300","9,300","9,400","9,400","9,400","9,400","9,500","9,600","9,500","9,600","9,400","9,400","9,400","9,400","9,400","9,300","9,300","9,200","9,300","9,300","9,200","9,200","9,100","9,100","8,700","8,700","8,700","8,900","8,900","9,000","9,100","9,100","9,100","9,100","9,200","9,300","9,200","9,100","9,300","9,300","9,300","9,400","9,200","9,200","9,200","9,000","9,000","9,000","8,900","8,800","8,800","8,400","8,400","8,500","8,400","8,400","8,400","8,400","8,400","8,600","8,300","8,300","8,300","8,400","8,500","8,600","8,500","8,500","8,500","8,500","8,500"
19,2020,042200,"220000, 420000-813000, 92000",,1,07-000000,    Service Providing,"141,800","143,200","144,200","145,300","147,500","147,100","144,200","144,000","142,800","145,800","146,700","146,100","142,100","144,600","145,100","146,000","147,400","147,700","144,800","145,500","144,800","146,700","148,000","147,600","144,600","147,400","148,400","149,900","151,700","151,700","148,600","149,400","148,900","152,700","153,500","153,500","150,300","152,700","154,300","155,200","156,000","156,200","152,500","153,200","153,300","156,800","157,900","157,300","153,700","155,900","157,500","158,000","158,900","158,100","154,500","155,500","155,200","158,100","159,400","159,700","155,800","158,600","159,200","160,700","161,500","160,400","158,400","159,300","158,900","159,900","161,100","160,500","157,600","158,800","159,300","160,400","161,200","161,300","159,300","159,100","158,600","161,000","162,500","161,700","158,800","160,700","161,000","162,800","163,800","163,900","160,600","160,800","161,100","163,000","165,000","163,500","161,400","164,300","164,500","166,500","168,300","167,800","165,100","165,500","165,700","169,400","170,500","171,000","167,500","169,000","170,400","171,500","170,800","172,000","168,200","168,600","168,700","173,900","175,600","177,500","173,200","174,600","173,600","146,000","148,500","152,000","155,300","156,000","158,000","161,100","162,300","160,300","156,400","157,600","159,200","162,200","163,100","164,500","161,300","163,100","164,900","166,900","169,100"
20,2020,042200,,,1,08-000000,    Private Service Providing,"104,100","104,400","105,000","106,000","107,500","107,700","107,600","107,400","106,900","107,500","107,900","108,000","105,300","105,900","106,100","107,300","108,400","109,000","109,000","109,500","109,200","108,600","109,500","109,500","108,000","108,600","109,300","111,200","112,400","113,300","113,000","113,600","113,600","114,500","114,800","115,200","113,100","114,100","115,100","116,200","116,900","117,800","117,700","117,900","117,000","118,000","118,800","118,600","116,500","117,300","117,900","118,400","119,200","119,100","118,800","119,400","119,000","119,100","119,800","120,200","117,600","119,000","119,300","120,500","120,800","120,600","121,600","122,000","121,200","122,400","122,900","122,600","120,300","120,500","120,500","121,800","122,300","122,300","122,900","122,800","122,000","122,700","123,200","122,800","120,300","121,700","121,900","123,400","124,000","124,100","123,800","124,100","124,000","123,800","125,400","124,100","122,800","124,500","124,600","127,100","128,100","127,700","128,600","128,700","128,300","130,600","130,500","130,800","127,900","128,600","129,900","131,400","129,900","131,100","131,300","131,400","131,600","134,400","135,300","137,700","133,600","134,100","133,100","107,100","111,200","117,200","121,700","122,000","123,600","125,900","126,900","124,900","121,700","123,000","124,300","126,900","127,400","128,700","130,200","130,000","130,200","131,100","132,900"
21,2020,042200,"220000, 420000-490000",,1,40-000000,"      Trade, Transportation & Utilities","24,600","24,300","24,400","24,400","24,800","24,800","24,700","24,600","24,500","24,600","25,200","25,400","24,200","24,100","24,100","24,200","24,400","24,300","24,600","24,700","24,700","24,700","25,300","25,500","24,800","24,600","24,700","25,200","25,500","25,700","26,000","26,000","25,900","26,100","26,700","27,200","25,900","25,800","25,900","26,200","26,500","26,600","26,800","26,900","26,800","27,100","27,900","27,800","27,000","26,800","26,900","26,900","27,200","26,900","27,000","27,100","27,100","27,200","27,800","28,200","27,100","26,900","27,000","27,000","27,400","27,200","27,600","27,600","27,500","27,700","28,000","28,000","27,000","26,700","26,600","27,000","27,000","26,900","27,100","27,200","27,000","27,200","27,800","27,900","26,700","26,600","26,700","26,700","26,900","26,900","27,100","27,100","27,000","27,300","28,100","27,800","26,900","26,900","27,000","26,800","27,100","27,100","27,200","27,400","27,200","27,400","27,600","27,900","26,900","26,600","26,700","26,800","26,700","27,000","27,300","27,400","27,100","27,600","28,100","28,200","27,200","26,900","26,600","22,400","22,800","24,500","24,900","25,500","25,600","25,800","26,400","26,800","26,000","25,500","25,600","25,600","25,600","26,100","26,300","26,200","26,600","26,600","27,300"
22,2020,042200,,,1,41-000000,        Wholesale Trade,"3,900","3,800","3,800","3,900","4,000","4,000","4,000","4,000","4,000","4,000","4,000","3,900","3,900","3,900","3,900","3,900","4,000","3,900","4,000","4,000","4,000","4,000","4,000","3,900","3,900","3,900","3,900","4,100","4,200","4,300","4,300","4,300","4,300","4,300","4,300","4,300","4,200","4,300","4,400","4,500","4,600","4,600","4,700","4,700","4,600","4,700","4,600","4,400","4,400","4,500","4,600","4,600","4,700","4,600","4,700","4,600","4,600","4,500","4,500","4,500","4,400","4,500","4,600","4,700","4,800","4,800","4,800","4,800","4,800","4,800","4,700","4,600","4,600","4,600","4,600","4,700","4,700","4,800","4,900","4,900","4,800","4,800","4,800","4,700","4,700","4,700","4,800","4,900","5,000","5,100","5,200","5,100","5,100","5,100","5,100","5,000","5,000","5,000","5,000","5,100","5,200","5,300","5,300","5,300","5,200","5,200","5,000","5,000","4,900","4,900","5,000","5,100","5,100","5,200","5,300","5,300","5,200","5,200","5,100","5,100","5,000","5,000","5,000","4,600","4,700","4,900","5,000","5,000","5,000","5,000","5,000","5,000","5,000","4,800","4,800","4,800","4,900","4,900","5,000","4,900","4,900","4,900","4,900"
23,2020,042200,440000-450000,,1,42-000000,        Retail Trade,"18,000","17,800","17,800","17,700","17,900","17,900","17,900","17,800","17,800","17,900","18,400","18,600","17,700","17,500","17,500","17,600","17,700","17,600","17,800","17,900","17,900","17,900","18,400","18,600","18,100","17,800","17,900","18,200","18,300","18,300","18,600","18,600","18,500","18,700","19,300","19,600","18,600","18,400","18,400","18,500","18,700","18,700","18,900","18,900","18,900","19,100","19,900","19,900","19,300","19,000","19,000","19,000","19,100","19,000","19,200","19,400","19,200","19,400","19,900","20,100","19,300","19,100","19,100","19,100","19,300","19,200","19,600","19,600","19,500","19,600","20,000","20,000","19,200","19,000","18,900","19,100","19,100","18,900","19,000","19,100","19,000","19,200","19,700","19,800","19,000","18,900","18,800","18,700","18,700","18,500","18,600","18,700","18,600","18,900","19,500","19,300","18,600","18,600","18,600","18,400","18,500","18,400","18,500","18,700","18,600","18,700","19,100","19,200","18,600","18,300","18,300","18,200","18,100","18,200","18,500","18,500","18,400","18,900","19,400","19,400","18,600","18,500","18,200","14,800","15,000","16,400","16,700","17,300","17,300","17,400","17,900","18,100","17,600","17,400","17,400","17,500","17,400","17,900","17,900","17,900","18,300","18,300","18,900"
