10,2020,000071,"113000, 210000-813000, 92000",,1,00-000000,  Total Nonfarm,"608,400","608,000","612,700","616,100","617,000","617,300","606,600","609,700","607,400","615,900","622,000","625,500","598,000","599,000","601,400","603,100","603,300","602,100","601,700","602,000","603,500","609,700","617,200","620,100","611,800","611,300","614,000","621,100","623,800","626,100","618,000","619,700","620,700","635,700","644,500","643,500","633,200","635,000","636,700","639,800","643,300","644,100","638,600","643,200","645,500","656,100","665,800","669,000","651,600","654,700","658,700","663,300","664,200","665,900","664,500","669,700","675,200","689,400","707,100","712,700","692,200","689,800","693,800","697,000","699,500","703,600","702,800","703,500","704,900","721,700","738,800","746,600","718,300","714,000","712,900","721,200","722,300","719,500","713,900","721,300","726,700","735,100","747,800","749,600","737,000","736,900","742,400","736,800","744,100","746,700","739,900","744,900","748,800","761,200","772,700","773,900","759,100","760,100","763,800","763,500","765,900","768,100","763,600","767,100","770,100","780,700","790,900","792,900","778,100","776,600","778,800","793,000","794,100","797,000","793,100","797,600","797,400","813,000","830,900","832,500","814,600","815,600","811,300","721,100","732,200","758,500","753,100","767,100","772,800","787,100","793,900","793,600",,,,,,,,,,,
11,2020,000071,,,1,06-000000,    Goods Producing,"71,200","70,800","71,100","72,300","72,500","72,800","72,400","72,800","72,800","72,600","73,000","72,300","69,900","70,400","71,000","71,500","71,800","72,100","72,900","73,500","73,500","73,100","73,200","72,800","71,900","72,400","72,700","73,300","74,400","75,500","75,300","76,100","76,000","77,100","76,800","76,700","74,200","74,900","75,100","74,900","75,900","75,700","76,800","77,700","77,900","78,500","78,800","78,800","78,200","78,800","79,500","80,200","81,000","81,500","82,800","84,300","84,800","84,900","86,000","85,900","84,600","85,300","86,400","86,400","87,100","88,400","90,000","90,900","89,900","91,100","91,400","91,300","87,900","88,600","89,000","89,900","90,600","90,300","91,600","91,900","91,800","92,200","92,400","92,000","87,900","89,200","90,300","91,300","91,800","92,900","93,300","93,700","93,600","93,400","93,500","93,800","92,500","94,000","94,400","94,500","94,700","95,700","95,800","96,300","95,900","96,100","95,800","95,900","92,000","92,300","93,000","95,000","94,800","96,100","96,400","97,100","96,100","96,400","96,800","96,200","93,700","94,900","94,200","84,300","89,900","91,600","90,400","90,700","90,400","90,800","91,500","91,100",,,,,,,,,,,
12,2020,000071,"1133000, 210000",,1,10-000000,      Mining and Logging,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,700,700,700,700,700,700,800,800,800,800,800,800,800,800,800,800,800,900,900,900,900,900,900,900,900,800,800,800,800,900,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,100","1,100","1,100","1,100","1,100","1,000","1,000",800,800,700,600,600,600,600,600,500,500,500,600,600,600,600,600,600,500,500,500,500,600,500,600,600,700,700,700,700,700,700,800,800,800,800,800,800,800,800,800,800,800,800,700,700,700,700,700,700,800,700,800,900,900,800,900,900,900,900,900,900,900,800,,,,,,,,,,,
13,2020,000071,,,1,20-000000,      Construction,"23,600","23,500","24,100","24,600","24,800","24,900","24,600","24,600","24,500","24,300","24,500","23,900","23,200","23,700","24,100","24,500","24,700","25,000","25,500","25,900","26,000","25,800","25,800","25,400","24,600","24,700","25,000","25,300","26,000","27,200","27,100","27,800","27,800","28,600","28,600","28,700","25,900","26,400","26,400","26,300","26,900","26,600","27,500","28,100","28,400","28,900","28,900","28,900","28,300","28,400","28,900","29,100","29,600","29,600","30,600","31,500","31,600","31,300","31,500","31,100","30,400","30,600","31,300","31,400","31,700","32,500","33,700","34,400","33,600","34,400","34,500","34,300","32,000","32,400","32,500","33,500","33,800","33,700","34,400","34,800","34,600","34,800","35,000","34,600","31,300","32,700","33,500","34,700","35,100","35,900","36,300","36,700","36,600","36,500","36,300","36,400","35,700","36,600","36,700","37,300","37,500","38,200","38,200","38,700","38,300","38,700","38,800","38,700","36,600","36,600","37,200","38,500","38,600","39,600","40,300","40,900","40,200","40,100","40,200","39,700","38,500","39,400","38,600","33,600","37,500","38,300","38,100","38,700","38,500","39,400","39,600","40,200",,,,,,,,,,,
14,2020,000071,210000-330000,,1,30-000000,      Manufacturing,"47,000","46,700","46,400","47,100","47,100","47,300","47,200","47,600","47,700","47,700","47,900","47,800","46,100","46,100","46,300","46,400","46,500","46,500","46,800","46,900","46,800","46,600","46,700","46,700","46,600","46,900","46,900","47,200","47,600","47,500","47,400","47,500","47,400","47,700","47,400","47,200","47,400","47,600","47,800","47,700","48,100","48,200","48,400","48,700","48,700","48,800","49,100","49,100","49,000","49,400","49,600","50,100","50,400","50,900","51,200","51,800","52,200","52,600","53,500","53,800","53,200","53,700","54,000","53,900","54,300","54,800","55,200","55,500","55,300","55,900","56,100","56,300","55,300","55,600","55,900","55,800","56,200","56,100","56,700","56,600","56,600","56,800","56,800","56,800","56,000","55,900","56,300","56,100","56,200","56,500","56,400","56,500","56,400","56,300","56,500","56,700","56,100","56,700","57,000","56,500","56,400","56,700","56,800","56,800","56,800","56,600","56,200","56,400","54,600","54,900","55,000","55,700","55,500","55,800","55,400","55,500","55,200","55,600","55,800","55,800","54,400","54,600","54,700","49,900","51,500","52,400","51,400","51,100","51,000","50,500","51,000","50,100",,,,,,,,,,,
15,2020,000071,"321000, 327000-330000",,1,31-000000,        Durable Goods,"29,000","28,700","28,300","28,700","28,800","28,900","29,000","29,300","29,100","29,100","29,300","29,200","28,200","28,100","28,300","28,300","28,300","28,300","28,500","28,500","28,500","28,500","28,400","28,500","28,900","29,100","29,000","29,100","29,300","29,200","29,100","29,100","29,000","29,400","29,200","29,000","29,300","29,500","29,600","29,700","30,000","30,000","30,100","30,300","30,300","30,400","30,500","30,500","30,300","30,600","30,800","31,100","31,400","31,600","31,700","32,100","32,300","32,600","33,100","33,300","33,400","33,600","33,800","34,100","34,400","34,800","34,900","35,100","34,900","35,100","35,100","35,300","35,200","35,300","35,600","35,200","35,300","35,200","35,800","35,700","35,600","35,800","35,700","35,700","35,000","35,000","35,200","35,000","35,000","35,200","35,000","34,900","34,700","34,700","34,800","34,900","34,700","35,000","35,100","34,900","34,800","35,000","34,900","34,900","34,900","34,900","34,700","34,700","34,500","34,600","34,700","35,000","34,700","34,800","34,700","34,700","34,400","34,300","34,200","34,200","33,600","33,700","33,700","30,200","31,300","31,900","31,300","31,100","30,900","30,400","30,600","30,000",,,,,,,,,,,
16,2020,000071,"311000-316000, 322000-326000",,1,32-000000,        Nondurable Goods,"18,000","18,000","18,100","18,400","18,300","18,400","18,200","18,300","18,600","18,600","18,600","18,600","17,900","18,000","18,000","18,100","18,200","18,200","18,300","18,400","18,300","18,100","18,300","18,200","17,700","17,800","17,900","18,100","18,300","18,300","18,300","18,400","18,400","18,300","18,200","18,200","18,100","18,100","18,200","18,000","18,100","18,200","18,300","18,400","18,400","18,400","18,600","18,600","18,700","18,800","18,800","19,000","19,000","19,300","19,500","19,700","19,900","20,000","20,400","20,500","19,800","20,100","20,200","19,800","19,900","20,000","20,300","20,400","20,400","20,800","21,000","21,000","20,100","20,300","20,300","20,600","20,900","20,900","20,900","20,900","21,000","21,000","21,100","21,100","21,000","20,900","21,100","21,100","21,200","21,300","21,400","21,600","21,700","21,600","21,700","21,800","21,400","21,700","21,900","21,600","21,600","21,700","21,900","21,900","21,900","21,700","21,500","21,700","20,100","20,300","20,300","20,700","20,800","21,000","20,700","20,800","20,800","21,300","21,600","21,600","20,800","20,900","21,000","19,700","20,200","20,500","20,100","20,000","20,100","20,100","20,400","20,100",,,,,,,,,,,
17,2020,000071,"220000, 420000-813000, 92000",,1,07-000000,    Service Providing,"537,200","537,200","541,600","543,800","544,500","544,500","534,200","536,900","534,600","543,300","549,000","553,200","528,100","528,600","530,400","531,600","531,500","530,000","528,800","528,500","530,000","536,600","544,000","547,300","539,900","538,900","541,300","547,800","549,400","550,600","542,700","543,600","544,700","558,600","567,700","566,800","559,000","560,100","561,600","564,900","567,400","568,400","561,800","565,500","567,600","577,600","587,000","590,200","573,400","575,900","579,200","583,100","583,200","584,400","581,700","585,400","590,400","604,500","621,100","626,800","607,600","604,500","607,400","610,600","612,400","615,200","612,800","612,600","615,000","630,600","647,400","655,300","630,400","625,400","623,900","631,300","631,700","629,200","622,300","629,400","634,900","642,900","655,400","657,600","649,100","647,700","652,100","645,500","652,300","653,800","646,600","651,200","655,200","667,800","679,200","680,100","666,600","666,100","669,400","669,000","671,200","672,400","667,800","670,800","674,200","684,600","695,100","697,000","686,100","684,300","685,800","698,000","699,300","700,900","696,700","700,500","701,300","716,600","734,100","736,300","720,900","720,700","717,100","636,800","642,300","666,900","662,700","676,400","682,400","696,300","702,400","702,500",,,,,,,,,,,
18,2020,000071,"220000, 420000-490000",,1,40-000000,"      Trade, Transportation & Utilities","151,500","150,200","150,500","150,400","151,300","151,900","151,500","151,800","152,400","154,500","159,100","160,700","152,900","151,600","150,900","151,300","151,900","152,100","152,400","153,300","154,000","155,200","160,300","161,700","159,500","157,600","158,300","161,300","162,300","163,100","163,200","164,600","165,700","167,600","175,400","175,300","166,500","165,700","165,700","166,000","167,100","168,000","167,800","169,200","169,300","173,100","179,800","181,400","172,700","172,100","172,100","173,000","174,300","174,900","175,300","178,000","180,400","184,300","191,900","193,500","182,300","181,000","181,700","182,200","183,200","183,600","186,100","188,000","188,600","191,400","197,700","199,300","190,200","189,000","189,500","191,500","191,400","189,200","191,000","193,100","193,900","194,700","202,600","205,600","203,400","200,900","200,900","200,300","201,900","201,800","204,300","206,900","207,600","210,600","220,400","219,800","211,300","210,000","209,600","210,300","211,700","212,500","213,700","215,600","217,200","220,700","229,400","229,800","222,000","217,900","216,700","218,400","219,700","221,000","223,100","224,200","224,500","227,800","240,600","241,900","232,000","229,600","228,200","207,900","213,100","224,000","225,600","233,000","236,700","241,900","249,900","252,300",,,,,,,,,,,
19,2020,000071,,,1,41-000000,        Wholesale Trade,"29,600","29,600","29,700","29,600","29,800","29,800","29,700","29,600","29,600","29,600","29,500","29,600","29,100","29,200","29,200","29,400","29,400","29,400","29,400","29,500","29,500","29,700","29,600","29,700","29,500","29,600","29,800","31,200","31,500","31,700","31,900","32,300","32,500","32,800","33,000","32,800","32,700","33,000","33,500","33,500","33,800","34,000","34,200","34,500","34,400","34,700","34,900","35,100","34,800","35,100","35,300","35,700","35,900","35,900","36,000","35,700","35,900","36,400","36,700","36,800","36,900","37,000","37,000","38,200","38,300","38,200","38,500","38,700","38,800","39,200","39,200","39,300","38,800","38,800","38,700","39,100","39,300","39,100","39,100","39,300","39,400","39,200","39,200","38,900","38,300","38,300","38,400","38,500","38,500","38,400","38,400","38,800","39,000","39,300","39,400","39,400","39,100","39,400","39,600","40,400","40,800","40,700","40,600","40,900","40,900","41,300","41,300","41,500","40,900","41,300","41,100","41,600","41,800","41,600","41,800","41,300","41,300","41,600","41,800","41,800","41,800","42,300","42,100","38,800","38,800","39,300","39,500","39,900","39,800","40,100","40,400","40,000",,,,,,,,,,,
20,2020,000071,440000-450000,,1,42-000000,        Retail Trade,"76,400","75,500","75,600","75,900","76,100","76,200","75,900","75,900","75,800","77,500","81,200","81,900","77,000","75,700","75,000","75,400","75,500","75,500","75,800","76,200","76,200","77,000","81,400","82,100","80,700","78,700","78,600","79,900","79,900","79,700","79,700","79,900","79,800","80,700","87,400","86,500","81,900","80,700","80,200","80,400","81,100","81,600","81,500","81,700","81,100","82,700","87,600","88,500","83,300","82,200","82,100","82,300","82,300","82,400","82,500","83,100","83,000","84,500","89,200","89,800","84,100","82,900","83,000","83,200","83,900","84,100","85,100","85,600","85,400","86,600","90,900","91,500","86,400","85,200","85,500","86,300","86,400","85,700","86,500","87,000","86,600","87,300","92,200","93,300","89,600","87,700","87,600","87,600","87,500","87,100","87,200","87,200","86,600","87,300","91,600","91,500","88,500","87,100","86,800","86,500","86,800","86,700","87,100","87,600","87,400","88,400","93,500","93,600","88,500","87,000","86,400","86,200","86,100","85,500","86,000","85,900","85,000","86,100","90,700","90,400","87,200","85,700","84,900","71,200","71,800","78,600","80,700","81,500","82,500","84,800","87,300","87,500",,,,,,,,,,,
21,2020,000071,"220000, 480000-490000",,1,43-000000,"        Transportation, Warehousing & Utilities","45,500","45,100","45,200","44,900","45,400","45,900","45,900","46,300","47,000","47,400","48,400","49,200","46,800","46,700","46,700","46,500","47,000","47,200","47,200","47,600","48,300","48,500","49,300","49,900","49,300","49,300","49,900","50,200","50,900","51,700","51,600","52,400","53,400","54,100","55,000","56,000","51,900","52,000","52,000","52,100","52,200","52,400","52,100","53,000","53,800","55,700","57,300","57,800","54,600","54,800","54,700","55,000","56,100","56,600","56,800","59,200","61,500","63,400","66,000","66,900","61,300","61,100","61,700","60,800","61,000","61,300","62,500","63,700","64,400","65,600","67,600","68,500","65,000","65,000","65,300","66,100","65,700","64,400","65,400","66,800","67,900","68,200","71,200","73,400","75,500","74,900","74,900","74,200","75,900","76,300","78,700","80,900","82,000","84,000","89,400","88,900","83,700","83,500","83,200","83,400","84,100","85,100","86,000","87,100","88,900","91,000","94,600","94,700","92,600","89,600","89,200","90,600","91,800","93,900","95,300","97,000","98,200","100,100","108,100","109,700","103,000","101,600","101,200","97,900","102,500","106,100","105,400","111,600","114,400","117,000","122,200","124,800",,,,,,,,,,,
22,2020,000071,,,1,50-000000,      Information,"3,700","3,800","4,000","4,100","4,000","4,000","4,000","3,800","3,600","3,400","3,400","3,400","3,800","3,900","4,100","4,100","4,300","4,400","4,700","4,800","4,900","5,000","5,000","5,100","5,500","5,500","5,400","5,300","5,300","5,400","5,400","5,200","5,200","5,200","5,200","5,300","5,300","5,300","5,300","5,300","5,400","5,300","5,300","5,200","5,100","5,200","5,100","5,200","5,000","4,900","4,900","4,900","5,000","5,100","4,900","4,900","4,900","4,900","5,000","5,000","4,900","4,900","4,900","5,100","5,200","4,900","5,000","5,000","4,900","5,200","5,300","5,200","5,100","5,100","5,200","5,300","5,300","5,300","5,300","5,300","5,200","5,200","5,300","5,300","5,300","5,300","5,400","5,200","5,200","5,100","5,200","5,100","5,100","5,100","5,000","5,100","5,300","5,300","5,200","5,200","5,200","5,200","5,300","5,300","5,200","5,200","5,300","5,300","5,100","5,100","5,000","5,100","5,100","5,100","5,100","5,000","4,900","4,900","5,000","4,900","5,000","4,900","4,900","3,900","3,700","3,700","3,700","3,700","3,700","3,700","3,700","3,700",,,,,,,,,,,
23,2020,000071,520000-530000,,1,55-000000,      Financial Activities,"21,400","21,300","21,500","21,600","21,300","21,300","21,300","21,200","21,500","21,500","21,500","21,600","21,500","21,500","21,400","21,500","21,400","21,300","21,100","21,200","21,000","21,200","21,100","21,300","20,900","21,000","21,100","21,400","21,500","21,400","21,400","21,400","21,500","21,400","21,800","21,900","21,600","21,700","21,700","21,700","21,900","21,900","21,900","21,900","21,800","22,000","21,900","21,900","21,600","21,600","21,500","22,500","22,600","22,500","22,500","22,500","22,500","22,900","22,800","23,000","22,700","22,900","22,800","23,000","23,100","23,100","23,000","22,900","22,900","23,300","23,100","23,200","23,500","23,400","23,100","23,500","23,500","23,700","23,900","24,000","23,900","24,500","24,700","24,300","22,600","22,500","22,400","22,500","22,600","22,300","22,400","22,400","22,400","22,300","22,100","22,100","21,800","21,700","21,700","21,800","21,800","21,800","21,600","21,600","21,700","21,800","21,700","21,700","23,100","23,000","23,100","23,200","23,200","23,300","23,700","23,700","23,700","23,800","23,700","23,700","23,600","23,900","23,700","22,500","22,400","22,600","22,800","22,800","22,700","22,500","22,200","22,800",,,,,,,,,,,
